sequence	layer	file	key_field	stable_key	field	expected_before	after	runtime_byte_change	counts_toward_residual	original_pass9_residual	authority_tier	authority_type	source_locator	source_record_sha256	wiki_locator	wiki_record_sha256	note
743	pass19	cardMagiaMap.json	dict_key	90619	shortDescription	对敌方全体造成伤害 & 敌方处于异常状态时伤害提升 & 虚弱(自身/5T)	对敌方全体造成伤害 & 敌方处于异常状态时伤害提升 & 虚弱(自身/5T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90619/shortDescription/baseline	6dcc53bfdcea49b239070dbc40febd37c5888562bd8b3375383cabaa7af7cea4			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
744	pass19	cardMagiaMap.json	dict_key	90622	shortDescription	对敌方全体造成伤害[Ⅰ] & 强化中毒 & 攻击力提升 & 防御力提升	对敌方全体造成伤害[Ⅰ] & 强化中毒 & 攻击力提升 & 防御力提升	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90622/shortDescription/baseline	696588db8c04ce099489178954085f44d6c8cad849d2e51f126d751cf54e4a07			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
745	pass19	cardMagiaMap.json	dict_key	90635	shortDescription	对敌方全体造成伤害[Ⅴ] & 赋予屏障(3000)(我方全体/3T)	对敌方全体造成伤害[Ⅴ] & 赋予屏障(3000)(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90635/shortDescription/baseline	d7affbe3223c09ce602806145f839d233990fa249df1222a492011dde96de96e			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
746	pass19	cardMagiaMap.json	dict_key	90637	shortDescription	对敌方单体造成伤害[Ⅰ] & 暗属性耐性降低 & 暗属性攻击力提升 & 伤害提升	对敌方单体造成伤害[Ⅰ] & 暗属性耐性降低 & 暗属性攻击力提升 & 伤害提升	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90637/shortDescription/baseline	5276216b64daa60984d016295768e0e51056a767aa6761fdfa8a9d149c38cc05			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
747	pass19	cardMagiaMap.json	dict_key	90638	shortDescription	对敌方全体造成伤害[Ⅰ] & 全行动盘效果降低(敌方全体/3T)	对敌方全体造成伤害[Ⅰ] & 全行动盘效果降低(敌方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90638/shortDescription/baseline	717cfaff64f7d438f6791e3b2f15bb7e46511506e3f6a0bffdb601058030785d			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
748	pass19	cardMagiaMap.json	dict_key	90639	shortDescription	对敌方全体造成伤害[Ⅰ] & 攻击力提升 & 防御力提升(我方全体/∞) & 解除Debuff & 解除异常状态(我方全体)	对敌方全体造成伤害[Ⅰ] & 攻击力提升 & 防御力提升(我方全体/∞) & 解除Debuff & 解除异常状态(我方全体)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90639/shortDescription/baseline	41c7ad735c2705dd4551259f9eac9d94c27294738e2b9462bfd84e7ecd707f73			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
749	pass19	cardMagiaMap.json	dict_key	90640	shortDescription	对敌方全体造成伤害[Ⅰ] & 火属性攻击力提升 & 异常状态耐性提升 & 必定灼伤 & Magia伤害降低	对敌方全体造成伤害[Ⅰ] & 火属性攻击力提升 & 异常状态耐性提升 & 必定灼伤 & Magia伤害降低	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90640/shortDescription/baseline	a5f548504fe376ad5aaae07529cfeab694294154e53122dac63339c91a1be02d			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
750	pass19	cardMagiaMap.json	dict_key	90647	shortDescription	对敌方单体造成伤害[Ⅰ] & 木属性耐性降低 & HP回复	对敌方单体造成伤害[Ⅰ] & 木属性耐性降低 & HP回复	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90647/shortDescription/baseline	74adf1c2d2e099f3f3ac21cf8278bd170de5c2bc55e6cff3a42f12e850584311			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
751	pass19	cardMagiaMap.json	dict_key	90648	shortDescription	对敌方单体造成伤害[Ⅰ] & 木属性耐性降低 & 木属性攻击力提升 & HP回复	对敌方单体造成伤害[Ⅰ] & 木属性耐性降低 & 木属性攻击力提升 & HP回复	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90648/shortDescription/baseline	05fd71d6626b6fb2d47c08fdf6461a4ad1f6a7ba547c66fffc490900df851235			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
752	pass19	cardMagiaMap.json	dict_key	90651	shortDescription	对敌方全体造成伤害[Ⅰ] & 敌方处于异常状态时伤害提升	对敌方全体造成伤害[Ⅰ] & 敌方处于异常状态时伤害提升	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90651/shortDescription/baseline	d14cdb9e3720c705effe345fb56dc0c13b126e3870f86e41703cee908f7f4722			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
753	pass19	cardMagiaMap.json	dict_key	90657	shortDescription	对敌方全体造成伤害 & 必定技能封印 & 造成伤害降低	对敌方全体造成伤害 & 必定技能封印 & 造成伤害降低	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90657/shortDescription/baseline	822e7500045a7c482f23f19731bc37c16ba85d6ad1f735749af8ef2696891113			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
754	pass19	cardMagiaMap.json	dict_key	90658	shortDescription	对敌方全体造成伤害[Ⅰ] & 暗属性攻击力提升(我方全体/3T) & 解除Buff(敌方全体)	对敌方全体造成伤害[Ⅰ] & 暗属性攻击力提升(我方全体/3T) & 解除Buff(敌方全体)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90658/shortDescription/baseline	23f8a3b25a8b8d2b14e3a39682d5e5614e4bc3a6312ec92808561b2254590ead			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
755	pass19	cardMagiaMap.json	dict_key	90663	shortDescription	对敌方单体造成伤害[Ⅰ] & Charge后所受伤害提升	对敌方单体造成伤害[Ⅰ] & Charge后所受伤害提升	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90663/shortDescription/baseline	03d88a700d9d46dba0a3eed355778a3fbe42001f9490d6a5d64d51c657d87fb4			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
756	pass19	cardMagiaMap.json	dict_key	90665	shortDescription	对敌方全体造成伤害[Ⅰ] & 攻击力提升 & HP自动回复 & Debuff1次无效(我方全体/3T)	对敌方全体造成伤害[Ⅰ] & 攻击力提升 & HP自动回复 & Debuff1次无效(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90665/shortDescription/baseline	1da21205371f5109d0438220e7046f547f9a744b38955660628fc7460fd161ff			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
757	pass19	cardMagiaMap.json	dict_key	90666	shortDescription	随机4次伤害[Ⅰ] & 伤害提升 & 异常状态1次无效 & Magia伤害提升(自身/3T)	随机4次伤害[Ⅰ] & 伤害提升 & 异常状态1次无效 & Magia伤害提升(自身/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90666/shortDescription/baseline	3e4381fc5b548b4e97c91688026ac2b95fcacadf8b8b5991ed07d9c2ba515a10			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
758	pass19	cardMagiaMap.json	dict_key	90667	shortDescription	随机4次伤害[Ⅰ] & 伤害提升 & 异常状态2次无效 & Magia伤害提升(自身/3T)	随机4次伤害[Ⅰ] & 伤害提升 & 异常状态2次无效 & Magia伤害提升(自身/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90667/shortDescription/baseline	e246b20ff0b3433b94c89ddbefe190b405f956872cd0238061ff00bb5a8ad80d			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
759	pass19	cardMagiaMap.json	dict_key	90668	shortDescription	随机5次造成伤害[Ⅰ] & 攻击力提升 & 水属性攻击力提升(我方全体/3T) & HP回复(自身)	随机5次造成伤害[Ⅰ] & 攻击力提升 & 水属性攻击力提升(我方全体/3T) & HP回复(自身)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90668/shortDescription/baseline	5d607df6ceef50481ff6084962a20d8b57109aa08d0fdd51ea60d3f06fc963d8			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
760	pass19	cardMagiaMap.json	dict_key	90674	shortDescription	对敌方单体造成伤害[Ⅰ] & 解除Buff & 解除状态强化(敌方单体) & 伤害提升(我方全体/3T)	对敌方单体造成伤害[Ⅰ] & 解除Buff & 解除状态强化(敌方单体) & 伤害提升(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90674/shortDescription/baseline	c83c27c056ce3a432f66cd3c423c5957fcc8e8661703eb361bf4705d08efbbba			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
761	pass19	cardMagiaMap.json	dict_key	90675	shortDescription	对敌方全体造成伤害[Ⅰ] & 概率暴击 & 异常状态耐性提升(我方全体/3T)	对敌方全体造成伤害[Ⅰ] & 概率暴击 & 异常状态耐性提升(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90675/shortDescription/baseline	3cca5ef6e8f2693eb0b6ca0eac599bb1727665ba73977cc41422fd82beedebea			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
762	pass19	cardMagiaMap.json	dict_key	90676	shortDescription	对敌方全体造成伤害[Ⅰ] & 攻击力降低 & Accele MP降低 & MP获得量降低(敌方全体/∞) & MP伤害(敌方全体) & 异常状态2次无效(我方全体/∞)	对敌方全体造成伤害[Ⅰ] & 攻击力降低 & Accele MP降低 & MP获得量降低(敌方全体/∞) & MP伤害(敌方全体) & 异常状态2次无效(我方全体/∞)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90676/shortDescription/baseline	0b26ffbb73f93f8d8822c7f91a3dedc2e7d471a701227801aa8f6a7bbf689118			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
763	pass19	cardMagiaMap.json	dict_key	90678	shortDescription	对敌方全体造成伤害[Ⅰ] & 光属性攻击力提升 & 异常状态1次无效	对敌方全体造成伤害[Ⅰ] & 光属性攻击力提升 & 异常状态1次无效	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90678/shortDescription/baseline	f19443cb4633f055d62e3e12d4902fd4059c44659c570dd66fd74b8c88e5d343			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
764	pass19	cardMagiaMap.json	dict_key	90679	shortDescription	对敌方全体造成伤害[Ⅰ] & 光属性攻击力提升 & 异常状态2次无效 & 伤害提升	对敌方全体造成伤害[Ⅰ] & 光属性攻击力提升 & 异常状态2次无效 & 伤害提升	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90679/shortDescription/baseline	d647870bf447609ca30653ea41881599290c9ca97e136f938be5a54beaf0b3ea			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
765	pass19	cardMagiaMap.json	dict_key	90682	shortDescription	对敌方全体造成伤害 & Magia伤害降低 & 防御力提升 & Blast受到伤害提升 & Charge后所受伤害提升	对敌方全体造成伤害 & Magia伤害降低 & 防御力提升 & Blast受到伤害提升 & Charge后所受伤害提升	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90682/shortDescription/baseline	f5b98e8e502315d1ccc52c75fbae5ca0ac5026e84eb455f2e49f1c189a175b38			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
766	pass19	cardMagiaMap.json	dict_key	90684	shortDescription	对敌方全体造成伤害 & 解除异常状态 & 解除Debuff & charge后伤害降低(敌方全体/3T)	对敌方全体造成伤害 & 解除异常状态 & 解除Debuff & charge后伤害降低(敌方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90684/shortDescription/baseline	020c184e0605f77062180e9a03273e659a3a96f3d8187ab37ceb0d8685825789			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
767	pass19	cardMagiaMap.json	dict_key	90685	shortDescription	敌方全体体伤害[Ⅰ] & Debuff3次反射 & 受击时MP提升 & 必定挑衅 & 必定强化反击	敌方全体体伤害[Ⅰ] & Debuff3次反射 & 受击时MP提升 & 必定挑衅 & 必定强化反击	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90685/shortDescription/baseline	c077b2741cc5afec7d430e903f27e1ea945e325e1e1c88f59b1ee81de35b4fbf			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
768	pass24	cardList.json	cardId	40435	cardName	神原骏河	神原骏河	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/cardList.json/40435/cardName	9d26cc3b569180ff91063ef98f756ba2eb9275ca618ac3f7702c678a8be61cd5			closed glyph bridge plus field-typed notation normalization; no fuzzy matching
769	pass24	cardList.json	cardId	40445	cardName	千石抚子	千石抚子	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/cardList.json/40445/cardName	2fd56219b71adec87b09ba6d8576b64a7534ebc5ac0a31a1ce0697e6e4cbe856			closed glyph bridge plus field-typed notation normalization; no fuzzy matching
770	pass24	charaMessageList.json	charaNo_messageId	3058|62	message	南无！	南无！	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/charaMessageList.json/3058|62/message	05fd14e24debf4cd8b3f0dd244a0cc50af1daa4a64659428b8d17194f736400e			closed Japanese-shinjitai/Traditional-to-Simplified bridge
771	pass24	charaMessageList.json	charaNo_messageId	3058|75	message	南无三…	南无三…	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/charaMessageList.json/3058|75/message	2352ad92366bb626b61c5b162c2e11f8c2df4d4de4d21ec78cebc18eb008e747			closed Japanese-shinjitai/Traditional-to-Simplified bridge
772	pass24	emotionSkillMap.json	dict_key	1701113	name	无限大的可能性	无限大的可能性	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/emotionSkillMap.json/1701113/name	eb105253d8c3b2d7c5b9ab29c718803f5b0ade5e037f5caf99b558829e684c2f			closed Japanese-shinjitai/Traditional-to-Simplified bridge
773	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_103800	shortDescription	神滨市大东区	神滨市大东区	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1130_STICKER_103800/shortDescription	42b34e6a8cfba37cbf6c793f471ad51b20f903fd03ac5277152e0a72cb912b13			closed Japanese-shinjitai/Traditional-to-Simplified bridge
774	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_111600	shortDescription	神滨市大东区	神滨市大东区	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1130_STICKER_111600/shortDescription	42b34e6a8cfba37cbf6c793f471ad51b20f903fd03ac5277152e0a72cb912b13			closed Japanese-shinjitai/Traditional-to-Simplified bridge
775	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_240000	shortDescription	见滝原市	见滝原市	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1130_STICKER_240000/shortDescription	d3c89f00c4faf7c0d3af49b8f3b61be381fec8a10a04ebc472b1b42b392117a6			closed Japanese-shinjitai/Traditional-to-Simplified bridge
776	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_270000	shortDescription	见滝原市	见滝原市	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1130_STICKER_270000/shortDescription	d3c89f00c4faf7c0d3af49b8f3b61be381fec8a10a04ebc472b1b42b392117a6			closed Japanese-shinjitai/Traditional-to-Simplified bridge
777	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_303600	name	由贵真里爱	由贵真里爱	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1130_STICKER_303600/name	9003c47bee9139477cbdc73de404bdd2345628f63c719b8ac1cea2d192a33513			closed Japanese-shinjitai/Traditional-to-Simplified bridge
778	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_303600	parameter	138,由贵真里爱	138,由贵真里爱	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1130_STICKER_303600/parameter	5d11ff7197c528aa5c8e63cd686852d06f7f687e0283a630ff425b2709ade055			closed Japanese-shinjitai/Traditional-to-Simplified bridge
779	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1161_STICKER_103700	name	里见那由他	里见那由他	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1161_STICKER_103700/name	21492e1d5fdd0527bc6274b2bceb36ce9c389ac1d83310765fa0546f892d2c5e			closed Japanese-shinjitai/Traditional-to-Simplified bridge
780	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1161_STICKER_103700	parameter	156,里见那由他	156,里见那由他	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1161_STICKER_103700/parameter	ae12fa86a6c933b5dce2b00bbfe3418e76b1b4d616964e5d72cd39766264d561			closed Japanese-shinjitai/Traditional-to-Simplified bridge
781	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1161_STICKER_104300	name	黑江	黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1161_STICKER_104300/name	32d5212df6e50e76e665feef46b72c8e9258811f9c67fd35450cbc1abed9c13b			closed Japanese-shinjitai/Traditional-to-Simplified bridge
782	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1161_STICKER_104300	parameter	168,黑江	168,黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1161_STICKER_104300/parameter	aab028f90ad8465e250e635d4be9cd3f9ed03b77f6631bcfa2e1e242115f6281			closed Japanese-shinjitai/Traditional-to-Simplified bridge
783	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_104400	shortDescription	神滨市大东区	神滨市大东区	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1189_STICKER_104400/shortDescription	42b34e6a8cfba37cbf6c793f471ad51b20f903fd03ac5277152e0a72cb912b13			closed Japanese-shinjitai/Traditional-to-Simplified bridge
784	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_114300	name	水着黑江	水着黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1189_STICKER_114300/name	69a39d45b90b9ca330c8a8bbb1ef7d2268d773fc6e20ae2267907ebd0e1912fe			closed Japanese-shinjitai/Traditional-to-Simplified bridge
785	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_114300	parameter	178,黑江(水着ver.)	178,黑江(水着ver.)	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1189_STICKER_114300/parameter	cfe637d8eb242b4fd0bb47bd6898009aefbfe3d0198b3795093825c44a507e26			closed Japanese-shinjitai/Traditional-to-Simplified bridge
786	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_121600	parameter	187,和泉 十七夜(常暗ver.)	187,和泉 十七夜(常暗ver.)	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1189_STICKER_121600/parameter	02b386a3d5b2105e6faca17d41fac940b956b725f5914d932910224ef23d1f0b			closed Japanese-shinjitai/Traditional-to-Simplified bridge
787	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_121600	shortDescription	神滨市大东区	神滨市大东区	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1189_STICKER_121600/shortDescription	42b34e6a8cfba37cbf6c793f471ad51b20f903fd03ac5277152e0a72cb912b13			closed Japanese-shinjitai/Traditional-to-Simplified bridge
788	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_121700	name	常暗淑女	常暗淑女	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1189_STICKER_121700/name	182e00c1afbdbcf68fd3c0c1474c55ca4f108a19851632a694c731247f92ee87			closed Japanese-shinjitai/Traditional-to-Simplified bridge
789	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_121700	shortDescription	神滨市大东区	神滨市大东区	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1189_STICKER_121700/shortDescription	42b34e6a8cfba37cbf6c793f471ad51b20f903fd03ac5277152e0a72cb912b13			closed Japanese-shinjitai/Traditional-to-Simplified bridge
790	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_220300	shortDescription	见滝原市？	见滝原市？	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1189_STICKER_220300/shortDescription	e5d5f85e9d984bd8cf299d0abb3d3345b44f4820fb15e515da0d344c30a0ab77			closed Japanese-shinjitai/Traditional-to-Simplified bridge
791	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_400400	shortDescription	见滝原市	见滝原市	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1189_STICKER_400400/shortDescription	d3c89f00c4faf7c0d3af49b8f3b61be381fec8a10a04ebc472b1b42b392117a6			closed Japanese-shinjitai/Traditional-to-Simplified bridge
792	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1212_STICKER_200900	shortDescription	见滝原市	见滝原市	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1212_STICKER_200900/shortDescription	d3c89f00c4faf7c0d3af49b8f3b61be381fec8a10a04ebc472b1b42b392117a6			closed Japanese-shinjitai/Traditional-to-Simplified bridge
793	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1212_STICKER_210500	shortDescription	见滝原市	见滝原市	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1212_STICKER_210500/shortDescription	d3c89f00c4faf7c0d3af49b8f3b61be381fec8a10a04ebc472b1b42b392117a6			closed Japanese-shinjitai/Traditional-to-Simplified bridge
794	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1212_STICKER_230100	shortDescription	见滝原市	见滝原市	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1212_STICKER_230100/shortDescription	d3c89f00c4faf7c0d3af49b8f3b61be381fec8a10a04ebc472b1b42b392117a6			closed Japanese-shinjitai/Traditional-to-Simplified bridge
795	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1212_STICKER_240200	shortDescription	见滝原市	见滝原市	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1212_STICKER_240200/shortDescription	d3c89f00c4faf7c0d3af49b8f3b61be381fec8a10a04ebc472b1b42b392117a6			closed Japanese-shinjitai/Traditional-to-Simplified bridge
796	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1212_STICKER_250300	shortDescription	见滝原市	见滝原市	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1212_STICKER_250300/shortDescription	d3c89f00c4faf7c0d3af49b8f3b61be381fec8a10a04ebc472b1b42b392117a6			closed Japanese-shinjitai/Traditional-to-Simplified bridge
797	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1212_STICKER_260100	shortDescription	见滝原市	见滝原市	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1212_STICKER_260100/shortDescription	d3c89f00c4faf7c0d3af49b8f3b61be381fec8a10a04ebc472b1b42b392117a6			closed Japanese-shinjitai/Traditional-to-Simplified bridge
798	pass24	itemList.json	itemCode	EVENT_DAILYTOWER_1212_STICKER_350500	shortDescription	神滨市大东区	神滨市大东区	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1212_STICKER_350500/shortDescription	42b34e6a8cfba37cbf6c793f471ad51b20f903fd03ac5277152e0a72cb912b13			closed Japanese-shinjitai/Traditional-to-Simplified bridge
