unique_id	scope	japanese_or_source_original	current_cn	occurrences	provenance_class	max_risk	authority_statuses	authority_matches	sample_locations	review_status	suggested_cn
MTU-06989	runtime_dictionary	時雨のドッペル	时雨的魔女化身	1	pass18_higher_authority_applied	high	pass18-authority-verified	时雨的魔女化身	magica/js/libs/sectionList.json#310294/title	needs-human-review	时雨的魔女化身
MTU-06990	runtime_dictionary	晴着も悪くないのです	盛装也不坏	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#720072/title	needs-human-review	needs-review/root-translation-required
MTU-06991	runtime_dictionary	智珠 らんか	智珠兰华	5	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#102915/charaName;magica/js/libs/sectionList.json#330441/charaName;magica/js/libs/sectionList.json#330442/charaName;magica/js/libs/sectionList.json#330443/charaName;magica/js/libs/sectionList.json#730441/charaName	needs-human-review	needs-review/root-translation-required
MTU-06992	runtime_dictionary	智珠らんか	智珠兰华	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/itemList.json#EVENT_DAILYTOWER_1130_STICKER_304400/name	needs-human-review	needs-review/root-translation-required
MTU-06993	runtime_dictionary	智珠らんかの魔力解放に使用するアイテム	用于智珠兰华魔力解放的道具	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#10802/description	needs-human-review	needs-review/root-translation-required
MTU-06994	runtime_dictionary	暁美 ほむら	晓美焰	13	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#322021/charaName;magica/js/libs/sectionList.json#322022/charaName;magica/js/libs/sectionList.json#322023/charaName;magica/js/libs/sectionList.json#322031/charaName;magica/js/libs/sectionList.json#322032/charaName	needs-human-review	needs-review/root-translation-required
MTU-06995	runtime_dictionary	暁美さんの魔法、見せてもらうわ	让我见识一下晓美小姐的魔法吧。	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#325031/message	needs-human-review	needs-review/root-translation-required
MTU-06996	runtime_dictionary	暁美ほむら	晓美焰	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33538/name	needs-human-review	needs-review/root-translation-required
MTU-06997	runtime_dictionary	暁美ほむら scene0 ver.	晓美焰 scene0 ver.	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/itemList.json#EVENT_DAILYTOWER_1212_STICKER_230100/name;magica/js/libs/shopItemList.json#33609/name	needs-human-review	needs-review/root-translation-required
MTU-06998	runtime_dictionary	暁美ほむら 晴着ver.	晓美焰 盛装ver.	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/itemList.json#EVENT_DAILYTOWER_1189_STICKER_220300/name;magica/js/libs/shopItemList.json#33592/name	needs-human-review	needs-review/root-translation-required
MTU-06999	runtime_dictionary	暁美ほむら 水着ver.	晓美焰 泳装ver.	3	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33308/name;magica/js/libs/shopItemList.json#33342/name;magica/js/libs/shopItemList.json#33533/name	needs-human-review	needs-review/root-translation-required
MTU-07000	runtime_dictionary	暁美ほむらです＠どうかよろしくお願いします	我是晓美焰。＠今后请多关照。	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#322021/message	needs-human-review	needs-review/root-translation-required
MTU-07001	runtime_dictionary	暁美ほむらの衣装【レコンパンスの制服】	晓美焰的服装【Recompense制服】	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31951/name	needs-human-review	needs-review/root-translation-required
MTU-07002	runtime_dictionary	暁美ほむらの衣装【病院服】	晓美焰的服装【病号服】	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31955/name	needs-human-review	needs-review/root-translation-required
MTU-07003	runtime_dictionary	暑くても＠これはこれで夏らしくていいのです！＠満喫しなくちゃ損なのです！	就算很热，＠这样才有夏天的感觉！＠不好好享受就亏了！	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#327011/message	needs-human-review	needs-review/root-translation-required
MTU-07004	runtime_dictionary	暗闇を照らす光	照亮黑暗的光	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/pieceList.json#1362/pieceName	needs-human-review	needs-review/root-translation-required
MTU-07005	runtime_dictionary	暗闇を照らす光[Ⅱ] 	照亮黑暗的光[Ⅱ]	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/pieceSkillMap.json#136200/name	needs-human-review	needs-review/root-translation-required
MTU-07006	runtime_dictionary	暗闇を照らす光[Ⅲ] 	照亮黑暗的光[Ⅲ]	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/pieceSkillMap.json#136201/name	needs-human-review	needs-review/root-translation-required
MTU-07007	runtime_dictionary	暴れるがいい	尽情肆虐吧。	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/charaMessageList.json#3056|71/message	needs-human-review	needs-review/root-translation-required
MTU-07008	runtime_dictionary	暴走した正義ほど、悪いもんはねェんだよ	暴走的正义才是最坏的东西。	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/charaMessageList.json#3058|3/message	needs-human-review	needs-review/root-translation-required
MTU-07009	runtime_dictionary	書きかけの日記	尚未写完的日记	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/pieceList.json#1680/pieceName	needs-human-review	needs-review/root-translation-required
MTU-07010	runtime_dictionary	最初から飛ばしてくよ！	一开始就全速冲刺！	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/charaMessageList.json#3021|42/message	needs-human-review	needs-review/root-translation-required
MTU-07011	runtime_dictionary	最初が肝心ですから＠身だしなみを整えて＠忘れ物がないようにしましょうね	第一印象很重要，＠整理好仪容，＠也别忘了检查有没有落下东西。	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#340361/message	needs-human-review	needs-review/root-translation-required
MTU-07012	runtime_dictionary	最初のファン	第一位粉丝	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#324021/title	needs-human-review	needs-review/root-translation-required
MTU-07013	runtime_dictionary	最後のあいさつを神様へ	向神明献上最后的问候	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#310433/title	needs-human-review	needs-review/root-translation-required
MTU-07014	runtime_dictionary	最後の異端審問官	最后的异端审问官	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/pieceList.json#1674/pieceName	needs-human-review	needs-review/root-translation-required
MTU-07015	runtime_dictionary	最後の祈り	最后的祈祷	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/pieceList.json#1508/pieceName	needs-human-review	needs-review/root-translation-required
MTU-07016	runtime_dictionary	最後の賭け	最后的赌注	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#102501/title	needs-human-review	needs-review/root-translation-required
MTU-07017	runtime_dictionary	最後は笑ってさようなら	最后笑着说再见	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/pieceList.json#1758/pieceName	needs-human-review	needs-review/root-translation-required
MTU-07018	runtime_dictionary	最後まで＠集中…集中っす…	直到最后＠都要集中……集中……	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#310221/message	needs-human-review	needs-review/root-translation-required
MTU-07019	runtime_dictionary	最終決戦を目前に宝崎市に避難することにしたななかたち。なぜなら、特殊な固有魔法を持った魔法少女が狙われる可能性があったからだ。＠ところが、宝崎市でななかたちが出会ったのはネオマギウスのリーダー。死んだはずのひめなが生きていたという情報を神浜市に持ち帰りたいななかたちは、美雨の固有魔法でひめなと会ったことをなかったことにしようとする。ところが、立ち去ろうとした刹那、魔法少女が立ち塞がる。それはネオマギウスの燦だった。	最终决战将近，七七香等人决定撤往宝崎市，因为拥有特殊固有魔法的少女很可能成为敌人目标。＠可她们在宝崎市遇见的，竟是Neo-Magius首领姬奈。为了把“本应死亡的姬奈仍活着”这一情报带回神滨，众人准备使用美雨的固有魔法，让双方相遇一事仿佛从未发生。就在她们准备离开时，另一名魔法少女挡住去路——Neo-Magius的灿。	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#207703/outline	needs-human-review	needs-review/root-translation-required
MTU-07020	runtime_dictionary	"最近は体を鍛える女子が増えてるらしいよ！
ようやく時代が私に追いついて…ハッ！追
いつかれたらダメだよね！ぶっちぎりで突
き放さなきゃ！"	"听说最近锻炼身体的女生变多了！
时代终于追上我了……
等等！被追上可不行，
必须把她们远远甩开！"	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/charaMessageList.json#3021|29/message	needs-human-review	needs-review/root-translation-required
MTU-07021	runtime_dictionary	月例祭を復活させるのはいいけど…＠れいらのことだから、多分…	恢复月例祭是没问题……＠但按照玲良的性格，大概会……	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#335052/message	needs-human-review	needs-review/root-translation-required
MTU-07022	runtime_dictionary	月出里のドッペル	月出里的魔女化身	2	pass18_higher_authority_applied	high	pass18-authority-verified	月出里的魔女化身	magica/js/libs/sectionList.json#310394/title;magica/js/libs/sectionList.json#311394/title	needs-human-review	月出里的魔女化身
MTU-07023	runtime_dictionary	月出里の繋がり	月出里的羁绊	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#311392/title	needs-human-review	needs-review/root-translation-required
MTU-07024	runtime_dictionary	月出里の翻訳装置(魔法少女)	月出里的翻译装置（魔法少女）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#10123/name	needs-human-review	needs-review/root-translation-required
MTU-07025	runtime_dictionary	"月出里は本当に元気ですよね。あと、とても
おしゃべりです。…いやいや、本当におし
ゃべりなんですよ"	"月出里真的很有精神。
而且非常健谈。……
不不，她真的非常健谈。"	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/charaMessageList.json#1040|39/message	needs-human-review	needs-review/root-translation-required
MTU-07026	runtime_dictionary	有愛 うらら	有爱丽	5	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#310361/charaName;magica/js/libs/sectionList.json#310362/charaName;magica/js/libs/sectionList.json#310363/charaName;magica/js/libs/sectionList.json#310364/charaName;magica/js/libs/sectionList.json#710361/charaName	needs-human-review	needs-review/root-translation-required
MTU-07027	runtime_dictionary	有愛うらら	有爱丽	3	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/itemList.json#EVENT_DAILYTOWER_1189_STICKER_103600/name;magica/js/libs/shopItemList.json#21213/name;magica/js/libs/shopItemList.json#33672/name	needs-human-review	needs-review/root-translation-required
MTU-07028	runtime_dictionary	望郷と葛藤	乡愁与纠葛	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#207201/title	needs-human-review	needs-review/root-translation-required
MTU-07029	runtime_dictionary	朝を迎えたいろはを待ち受けていたのは結菜たちプロミストブラッドだった。連れて行かれたのは二木のカタコンベと呼ばれる、魔法少女たちが眠っている地下墓地。そこでいろはは、ういが死んだと聞かされて魔女になりかけてしまう。＠しかし、いろはは持っていたキモチに支えられる。さらに、やちよたちがういを連れて現れると、魔女化の危機を回避することになった。＠命からがらういを連れて二木市を後にするいろはたち。そこにキュゥべえが現れると、神浜にあるキモチの石は残り２つだと言う。その話は争いに関わる他の魔法少女たちも、聞いていた。	清晨等待彩羽的，是结菜等PROMISED BLOOD成员。她被带到二木的地下墓地“卡塔康贝”，那里安葬着逝去的魔法少女。结菜告诉她忧已经死亡，彩羽因此险些化为魔女。＠但彩羽受到自己持有的Kimochi支撑；随后八千代等人带着忧现身，终于让她脱离魔女化危机。＠众人带着忧死里逃生，离开二木市。丘比随即出现，告知神滨只剩最后两颗Kimochi之石；参与争斗的其他魔法少女，也同时听见了这番话。	1	pass18_higher_authority_applied	high	pass18-authority-verified	清晨等待彩羽的，是结菜等PROMISED BLOOD成员。她被带到二木的地下墓地“卡塔康贝”，那里安葬着逝去的魔法少女。结菜告诉她忧已经死亡，彩羽因此险些化为魔女。＠但彩羽受到自己持有的Kimochi支撑；随后八千代等人带着忧现身，终于让她脱离魔女化危机。＠众人带着忧死里逃生，离开二木市。丘比随即出现，告知神滨只剩最后两颗Kimochi之石；参与争斗的其他魔法少女，也同时听见了这番话。	magica/js/libs/sectionList.json#102405/outline	needs-human-review	清晨等待彩羽的，是结菜等PROMISED BLOOD成员。她被带到二木的地下墓地“卡塔康贝”，那里安葬着逝去的魔法少女。结菜告诉她忧已经死亡，彩羽因此险些化为魔女。＠但彩羽受到自己持有的Kimochi支撑；随后八千代等人带着忧现身，终于让她脱离魔女化危机。＠众人带着忧死里逃生，离开二木市。丘比随即出现，告知神滨只剩最后两颗Kimochi之石；参与争斗的其他魔法少女，也同时听见了这番话。
MTU-07030	runtime_dictionary	期待するだけムダ…＠なら、はじめるしかないね＠第二次全部台なしにするぞ計画を	反正期待也没用……＠那就只能开始了。＠第二次“把一切全毁掉”计划！	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#311443/message	needs-human-review	needs-review/root-translation-required
MTU-07031	runtime_dictionary	期待のフォロワー	期待的追随者	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/itemList.json#EVENT_SINGLERAID_1129_EXCHANGE_3/name	needs-human-review	needs-review/root-translation-required
MTU-07032	runtime_dictionary	期待の新人かえぴょん	备受期待的新人小枫	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#710113/title	needs-human-review	needs-review/root-translation-required
MTU-07033	runtime_dictionary	期待の欠片	期待碎片	3	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33235/name;magica/js/libs/shopItemList.json#33799/name;magica/js/libs/shopItemList.json#34104/name	needs-human-review	needs-review/root-translation-required
MTU-07034	runtime_dictionary	期待の欠片+	期待碎片＋	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33236/name;magica/js/libs/shopItemList.json#33800/name	needs-human-review	needs-review/root-translation-required
MTU-07035	runtime_dictionary	期待の欠片8個、期待の欠片+3個、期待の欠片++1個のセットです。	期待碎片8个、期待碎片＋3个、期待碎片＋+1个套装。	3	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#10817/description;magica/js/libs/shopItemList.json#33338/description;magica/js/libs/shopItemList.json#33680/description	needs-human-review	needs-review/root-translation-required
MTU-07036	runtime_dictionary	期待の欠片＋	期待碎片＋	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#34105/name	needs-human-review	needs-review/root-translation-required
MTU-07037	runtime_dictionary	期待の欠片＋＋	期待碎片＋＋	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#34106/name	needs-human-review	needs-review/root-translation-required
MTU-07038	runtime_dictionary	木属性のHP自動回復[Ⅲ]&状態異常耐性UP[Ⅱ]	木属性HP自动回复[Ⅲ] & 异常状态耐性提升[Ⅱ]	1	pass8_llm_or_other_unverified	medium	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/placeSkillMap.json#35/shortDescription	needs-human-review	needs-review/root-translation-required
MTU-07039	runtime_dictionary	木属性のマギアダメージUP[Ⅱ]&攻撃力上昇[Ⅰ]	木属性Magia伤害提升[Ⅱ] & 攻击力提升[Ⅰ]	1	pass8_llm_or_other_unverified	medium	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/placeSkillMap.json#29/shortDescription	needs-human-review	needs-review/root-translation-required
MTU-07040	runtime_dictionary	木属性の攻撃力上昇[Ⅲ]&マギアダメージUP[Ⅱ]	木属性攻击力提升[Ⅲ] & Magia伤害提升[Ⅱ]	1	pass8_llm_or_other_unverified	medium	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/placeSkillMap.json#34/shortDescription	needs-human-review	needs-review/root-translation-required
MTU-07041	runtime_dictionary	木属性の攻撃力上昇[Ⅳ]	木属性攻击力提升[Ⅳ]	1	pass8_llm_or_other_unverified	medium	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/placeSkillMap.json#93/shortDescription	needs-human-review	needs-review/root-translation-required
MTU-07042	runtime_dictionary	木属性の魔法少女育成に必要な素材の特別セットです。詳細はアイコンから確認できます。	木属性魔法少女育成所需素材的特别礼包。详情可点击图标查看。	4	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#14492/description;magica/js/libs/shopItemList.json#18536/description;magica/js/libs/shopItemList.json#24198/description;magica/js/libs/shopItemList.json#31891/description	needs-human-review	needs-review/root-translation-required
MTU-07043	runtime_dictionary	木属性魔法少女育成パック	木属性魔法少女育成礼包	4	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#14492/name;magica/js/libs/shopItemList.json#18536/name;magica/js/libs/shopItemList.json#24198/name;magica/js/libs/shopItemList.json#31891/name	needs-human-review	needs-review/root-translation-required
MTU-07044	runtime_dictionary	木崎衣美里の魔力解放に使用するアイテム	用于木崎衣美里魔力解放的道具	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#10770/description	needs-human-review	needs-review/root-translation-required
MTU-07045	runtime_dictionary	未完成いろは	未完成彩羽	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/live2dList.json#1201|52/description	needs-human-review	needs-review/root-translation-required
MTU-07046	runtime_dictionary	未来からの情報によって危機を回避したいろはは、今度こそ∞いろはになることに成功する。加えてウワサの女王として灯花とねむも目覚めると、ふたりの力によって瀕死の魔法少女たちをウワサ化することで覚醒させることに成功する。＠しかし、どれだけ力を削ろうとも魔女の力は底が見えない。押し潰すような強い魔力に攻撃をしても手ごたえのない体。魔女の攻撃も不可視の力によって避けられず、ジリジリと窮地に追い込まれる事態となった。＠そんな中、灯花の力によって相手の攻撃の可視化に成功すると、見えない被膜も破壊したことで、いよいよ鏡の魔女との最終局面を迎えることになる。	凭借来自未来的情报，过去的彩羽避开危机，终于成功成为“∞彩羽”。灯花与音梦也以传闻女王之姿觉醒，借能力把濒死魔法少女化为传闻，使她们重新起身。＠然而无论怎样削弱，魔女的力量都仿佛深不见底。攻击那具被强大魔力包裹、毫无手感的身体，众人又无法躲避魔女以无形之力发出的攻击，只能一点点被逼入绝境。＠灯花终于成功让敌方攻击显形，并摧毁看不见的被膜，众人与镜之魔女的战斗进入最终阶段。	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#103305/outline	needs-human-review	needs-review/root-translation-required
MTU-07047	runtime_dictionary	未来への一歩	迈向未来的一步	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#207801/title	needs-human-review	needs-review/root-translation-required
MTU-07048	runtime_dictionary	未読イベントのアーカイブ解放用アイテムです。	用于解锁未读活动档案的道具。	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33775/description	needs-human-review	needs-review/root-translation-required
MTU-07049	runtime_dictionary	本に挟まってた地図…＠いったい誰が、なんのために…？	夹在书里的地图……＠究竟是谁、为了什么放进去的……？	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#330512/message	needs-human-review	needs-review/root-translation-required
MTU-07050	runtime_dictionary	本家たちは集落に向かったけど＠あんたはどうするんだ？	本家的人都去了村落，＠那你打算怎么办？	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#102923/message	needs-human-review	needs-review/root-translation-required
MTU-07051	runtime_dictionary	本当に…＠これで良かったのかしら…	真的……＠这样就好吗……	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#310212/message	needs-human-review	needs-review/root-translation-required
MTU-07052	runtime_dictionary	本当に、マメジそっくりですよね＠この浮き輪…！ 	真的和豆次一模一样呢，＠这个游泳圈……！	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#730352/message	needs-human-review	needs-review/root-translation-required
MTU-07053	runtime_dictionary	本当に何も起きない…＠もしかしたら我々は＠救われるかもしれないであります…	真的什么都没有发生……＠也许我们＠真的能够得救……	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#103105/message	needs-human-review	needs-review/root-translation-required
MTU-07054	runtime_dictionary	本気になれない子	无法认真起来的孩子	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#310221/title	needs-human-review	needs-review/root-translation-required
MTU-07055	runtime_dictionary	本気の勝負	认真的较量	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#321032/title	needs-human-review	needs-review/root-translation-required
MTU-07056	runtime_dictionary	杏子の試練	杏子的试炼	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#326014/title;magica/js/libs/sectionList.json#326024/title	needs-human-review	needs-review/root-translation-required
MTU-07057	runtime_dictionary	枇々木 めぐる	枇枇木巡	4	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#208002/charaName;magica/js/libs/sectionList.json#330421/charaName;magica/js/libs/sectionList.json#330422/charaName;magica/js/libs/sectionList.json#330423/charaName	needs-human-review	needs-review/root-translation-required
MTU-07058	runtime_dictionary	枇々木めぐる	枇枇木巡	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/itemList.json#EVENT_DAILYTOWER_1130_STICKER_304200/name	needs-human-review	needs-review/root-translation-required
MTU-07059	runtime_dictionary	枇々木めぐるの魔力解放に使用するアイテム	用于枇枇木巡魔力解放的道具	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#10804/description	needs-human-review	needs-review/root-translation-required
MTU-07060	runtime_dictionary	果てしないミラーズ	无尽镜层	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#340522/title	needs-human-review	needs-review/root-translation-required
MTU-07061	runtime_dictionary	果てなしのミラーズ	无尽镜界	5	pass8_llm_or_other_unverified	medium	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#102946/areaDetailName;magica/js/libs/sectionList.json#102947/areaDetailName;magica/js/libs/sectionList.json#102948/areaDetailName;magica/js/libs/sectionList.json#102949/areaDetailName;magica/js/libs/sectionList.json#103203/areaDetailName	needs-human-review	needs-review/root-translation-required
MTU-07062	runtime_dictionary	"果てなしのミラーズ…。私がいた地域には、
こんな現象は起きていなかった。神浜には
不思議なことが多いですね"	"无尽镜层……我过去所在的地
区从未发生过这种现象。
神滨真是有许多不可思议的事。"	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/charaMessageList.json#1040|31/message	needs-human-review	needs-review/root-translation-required
MTU-07063	runtime_dictionary	柊 ねむ	柊音梦	5	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#102603/charaName;magica/js/libs/sectionList.json#102960/charaName;magica/js/libs/sectionList.json#311072/charaName;magica/js/libs/sectionList.json#311074/charaName;magica/js/libs/sectionList.json#710142/charaName	needs-human-review	needs-review/root-translation-required
MTU-07064	runtime_dictionary	柊ねむ	柊音梦	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33638/name	needs-human-review	needs-review/root-translation-required
MTU-07065	runtime_dictionary	柊ねむの衣装【水着】	柊音梦的服装【泳装】	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33897/name	needs-human-review	needs-review/root-translation-required
MTU-07066	runtime_dictionary	柊ねむの衣装【病院服】	柊音梦的服装【病号服】	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33772/name	needs-human-review	needs-review/root-translation-required
MTU-07067	runtime_dictionary	柚希 ほとり	柚希步鸟	3	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#330411/charaName;magica/js/libs/sectionList.json#330412/charaName;magica/js/libs/sectionList.json#330413/charaName	needs-human-review	needs-review/root-translation-required
MTU-07068	runtime_dictionary	柚希 りおん	柚希理音	3	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/sectionList.json#330451/charaName;magica/js/libs/sectionList.json#330452/charaName;magica/js/libs/sectionList.json#330453/charaName	needs-human-review	needs-review/root-translation-required
MTU-07069	runtime_dictionary	柚希ほとり	柚希步鸟	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/itemList.json#EVENT_DAILYTOWER_1130_STICKER_304100/name	needs-human-review	needs-review/root-translation-required
MTU-07070	runtime_dictionary	柚希ほとりの魔力解放に使用するアイテム	用于柚希步鸟魔力解放的道具	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#10806/description;magica/js/libs/shopItemList.json#9432/description	needs-human-review	needs-review/root-translation-required
MTU-07071	runtime_dictionary	柚希りおん	柚希理音	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/itemList.json#EVENT_DAILYTOWER_1130_STICKER_304500/name;magica/js/libs/shopItemList.json#17992/name	needs-human-review	needs-review/root-translation-required
MTU-07072	runtime_dictionary	柚希りおんの精神強化に使用するアイテム	用于柚希理音精神强化的道具	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#17995/description	needs-human-review	needs-review/root-translation-required
