file	stable_key	field	japanese_original	pass15_cn	current_cn	authority_tier	authority_source	resolution
sectionList.json	102946	outline	ユニオン側とプロミストブラッドが手を結ぼうとする中、今までの軋轢が原因で、両陣営共に内部では意見が割れていた。しかしユニオン側は結菜が、プロミストブラッド側はいろはが想いを伝えることで、一旦の収束をみる。＠一方、旭の古傷の真相を探るべく、彼女の故郷である湯国市に向かった静香たち。そこで魔法少女を知る一般人からの悪意を知ると、静香はある想いを固めることにした。＠その頃、那由他は再会した父から、魔法少女の存在を広めることが絶望に繋がるという仮説を伝えられる。そして、仮説を深く知るために湯国市へ向かおうとするが、同時に灯花から魔法少女を世間に広める方法が完成したと連絡が届いた。	Union与Promised Blood准备携手，却因过去的摩擦而在各自内部出现分歧。最终，Union一侧由结菜出面，Promised Blood一侧由彩羽表达心意，暂时平息了争议。＠为了查清旭旧伤的真相，静香等人前往她的故乡汤国市。在那里亲眼见到知晓魔法少女的普通人所怀抱的恶意后，静香下定了某种决心。＠那由他则从重逢的父亲口中听见“公开魔法少女的存在会通向绝望”的假说。她准备前往汤国市深入了解时，却同时收到灯花消息：向世人传播魔法少女的方法已经完成。	Union与PROMISED BLOOD准备携手，却因过去的摩擦而在各自内部出现分歧。最终，Union一侧由结菜出面，PROMISED BLOOD一侧由彩羽表达心意，暂时平息了争议。＠为了查清旭旧伤的真相，静香等人前往她的故乡汤国市。在那里亲眼见到知晓魔法少女的普通人所怀抱的恶意后，静香下定了某种决心。＠那由他则从重逢的父亲口中听见“公开魔法少女的存在会通向绝望”的假说。她准备前往汤国市深入了解时，却同时收到灯花消息：向世人传播魔法少女的方法已经完成。	wiki_exact_organization	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00780	pass18_authority_applied
sectionList.json	102947	outline	ユニオン側とプロミストブラッドが手を結ぼうとする中、今までの軋轢が原因で、両陣営共に内部では意見が割れていた。しかしユニオン側は結菜が、プロミストブラッド側はいろはが想いを伝えることで、一旦の収束をみる。＠一方、旭の古傷の真相を探るべく、彼女の故郷である湯国市に向かった静香たち。そこで魔法少女を知る一般人からの悪意を知ると、静香はある想いを固めることにした。＠その頃、那由他は再会した父から、魔法少女の存在を広めることが絶望に繋がるという仮説を伝えられる。そして、仮説を深く知るために湯国市へ向かおうとするが、同時に灯花から魔法少女を世間に広める方法が完成したと連絡が届いた。	Union与Promised Blood准备携手，却因过去的摩擦而在各自内部出现分歧。最终，Union一侧由结菜出面，Promised Blood一侧由彩羽表达心意，暂时平息了争议。＠为了查清旭旧伤的真相，静香等人前往她的故乡汤国市。在那里亲眼见到知晓魔法少女的普通人所怀抱的恶意后，静香下定了某种决心。＠那由他则从重逢的父亲口中听见“公开魔法少女的存在会通向绝望”的假说。她准备前往汤国市深入了解时，却同时收到灯花消息：向世人传播魔法少女的方法已经完成。	Union与PROMISED BLOOD准备携手，却因过去的摩擦而在各自内部出现分歧。最终，Union一侧由结菜出面，PROMISED BLOOD一侧由彩羽表达心意，暂时平息了争议。＠为了查清旭旧伤的真相，静香等人前往她的故乡汤国市。在那里亲眼见到知晓魔法少女的普通人所怀抱的恶意后，静香下定了某种决心。＠那由他则从重逢的父亲口中听见“公开魔法少女的存在会通向绝望”的假说。她准备前往汤国市深入了解时，却同时收到灯花消息：向世人传播魔法少女的方法已经完成。	wiki_exact_organization	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00781	pass18_authority_applied
sectionList.json	102948	outline	ユニオン側とプロミストブラッドが手を結ぼうとする中、今までの軋轢が原因で、両陣営共に内部では意見が割れていた。しかしユニオン側は結菜が、プロミストブラッド側はいろはが想いを伝えることで、一旦の収束をみる。＠一方、旭の古傷の真相を探るべく、彼女の故郷である湯国市に向かった静香たち。そこで魔法少女を知る一般人からの悪意を知ると、静香はある想いを固めることにした。＠その頃、那由他は再会した父から、魔法少女の存在を広めることが絶望に繋がるという仮説を伝えられる。そして、仮説を深く知るために湯国市へ向かおうとするが、同時に灯花から魔法少女を世間に広める方法が完成したと連絡が届いた。	Union与Promised Blood准备携手，却因过去的摩擦而在各自内部出现分歧。最终，Union一侧由结菜出面，Promised Blood一侧由彩羽表达心意，暂时平息了争议。＠为了查清旭旧伤的真相，静香等人前往她的故乡汤国市。在那里亲眼见到知晓魔法少女的普通人所怀抱的恶意后，静香下定了某种决心。＠那由他则从重逢的父亲口中听见“公开魔法少女的存在会通向绝望”的假说。她准备前往汤国市深入了解时，却同时收到灯花消息：向世人传播魔法少女的方法已经完成。	Union与PROMISED BLOOD准备携手，却因过去的摩擦而在各自内部出现分歧。最终，Union一侧由结菜出面，PROMISED BLOOD一侧由彩羽表达心意，暂时平息了争议。＠为了查清旭旧伤的真相，静香等人前往她的故乡汤国市。在那里亲眼见到知晓魔法少女的普通人所怀抱的恶意后，静香下定了某种决心。＠那由他则从重逢的父亲口中听见“公开魔法少女的存在会通向绝望”的假说。她准备前往汤国市深入了解时，却同时收到灯花消息：向世人传播魔法少女的方法已经完成。	wiki_exact_organization	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00782	pass18_authority_applied
sectionList.json	102949	outline	ユニオン側とプロミストブラッドが手を結ぼうとする中、今までの軋轢が原因で、両陣営共に内部では意見が割れていた。しかしユニオン側は結菜が、プロミストブラッド側はいろはが想いを伝えることで、一旦の収束をみる。＠一方、旭の古傷の真相を探るべく、彼女の故郷である湯国市に向かった静香たち。そこで魔法少女を知る一般人からの悪意を知ると、静香はある想いを固めることにした。＠その頃、那由他は再会した父から、魔法少女の存在を広めることが絶望に繋がるという仮説を伝えられる。そして、仮説を深く知るために湯国市へ向かおうとするが、同時に灯花から魔法少女を世間に広める方法が完成したと連絡が届いた。	Union与Promised Blood准备携手，却因过去的摩擦而在各自内部出现分歧。最终，Union一侧由结菜出面，Promised Blood一侧由彩羽表达心意，暂时平息了争议。＠为了查清旭旧伤的真相，静香等人前往她的故乡汤国市。在那里亲眼见到知晓魔法少女的普通人所怀抱的恶意后，静香下定了某种决心。＠那由他则从重逢的父亲口中听见“公开魔法少女的存在会通向绝望”的假说。她准备前往汤国市深入了解时，却同时收到灯花消息：向世人传播魔法少女的方法已经完成。	Union与PROMISED BLOOD准备携手，却因过去的摩擦而在各自内部出现分歧。最终，Union一侧由结菜出面，PROMISED BLOOD一侧由彩羽表达心意，暂时平息了争议。＠为了查清旭旧伤的真相，静香等人前往她的故乡汤国市。在那里亲眼见到知晓魔法少女的普通人所怀抱的恶意后，静香下定了某种决心。＠那由他则从重逢的父亲口中听见“公开魔法少女的存在会通向绝望”的假说。她准备前往汤国市深入了解时，却同时收到灯花消息：向世人传播魔法少女的方法已经完成。	wiki_exact_organization	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00783	pass18_authority_applied
sectionList.json	103002	outline	ネオマギウスや自動浄化システムがなくなったことへの対策を話し合ういろはたちだが、出方がわからない以上各々で準備を進めるしかないという結論に落ち着く。＠一方、ひめなたちは目的遂行のため、電波望遠鏡を手に入れようと画策する。計画の下準備としてプロミストブラッドの情報を流す相手から連絡があり、ひめなは丁重に迎え入れる。その情報を流した人物は月咲だった。月咲は彼女が描く月夜との未来を想い、ネオマギウスと手を組むことを選ぶ。＠それぞれ想いが交差する中、静香の元にちはるから１冊の絵本が届く。しかし静香はそれを一蹴してしまい、ちはるの想いが伝わることはなかった。	彩羽等人商讨应对Neo-Magius与自动净化系统消失的方法，却因无法判断敌方下一步行动，只能决定各自提前准备。＠姬奈等人为达成目的，开始策划夺取电波望远镜。为准备行动，向她们提供Promised Blood情报的人发来联络，姬奈郑重迎接来者——提供情报的正是月咲。月咲为了自己所描绘的、与月夜共同生活的未来，选择与Neo-Magius合作。＠各方思念交错时，千春寄给静香一本绘本；静香却不假思索地予以否定，千春的心意未能传达。	彩羽等人商讨应对Neo-Magius与自动净化系统消失的方法，却因无法判断敌方下一步行动，只能决定各自提前准备。＠姬奈等人为达成目的，开始策划夺取电波望远镜。为准备行动，向她们提供PROMISED BLOOD情报的人发来联络，姬奈郑重迎接来者——提供情报的正是月咲。月咲为了自己所描绘的、与月夜共同生活的未来，选择与Neo-Magius合作。＠各方思念交错时，千春寄给静香一本绘本；静香却不假思索地予以否定，千春的心意未能传达。	wiki_exact_organization	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00799	pass18_authority_applied
sectionList.json	103103	message	これで…少しは、＠ネオマギウスの動きが…	这样……多少能让＠Neo Magius的行动……	这样……多少能让＠Neo-Magius的行动……	wiki_exact_organization	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00800	pass18_authority_applied
sectionList.json	103402	outline	「自動浄化システムが正常に動いてない…？」＠違和感を覚えたかごめは、万年桜のうわさに足を運ぶとやちよと遭遇。続けて桜子から受け取った本からウワサになったねむが現れると、彼女から異変に関する真相を聞いた。＠それは、自動浄化システムが不安定になったのは、いろはが過去の魔法少女の記録を集めに行った結果、“自身の概念を崩してしまって消えかかっている”ことが原因だということ。＠事態を知ったかごめとやちよは方々に情報を拡散。そして、かつていろはと関わった各グループの魔法少女たちが集うと、彼女たちは“いろはの概念”を集めるために“魂の器”を持ち、各時代に繋がる“鏡”を通って概念の回収に向かった。	“自动净化系统没有正常运作……？”＠察觉异样的笼目前往万年樱之传闻，遇见八千代。随后，音梦从樱子交给她们的书中以传闻姿态现身，说明异常真相。＠系统不稳定，是因为彩羽前去收集过去魔法少女的记录，结果“自己的概念发生崩坏，正在逐渐消失”。＠笼目与八千代得知后把消息传向各方。曾与彩羽有过联系的各集团魔法少女聚集，带着用于收集“彩羽概念”的“灵魂容器”，穿过连接各时代的“镜子”展开回收。	“自动净化系统没有正常运作……？”＠察觉异样的笼目前往万年樱的传闻，遇见八千代。随后，音梦从樱子交给她们的书中以传闻姿态现身，说明异常真相。＠系统不稳定，是因为彩羽前去收集过去魔法少女的记录，结果“自己的概念发生崩坏，正在逐渐消失”。＠笼目与八千代得知后把消息传向各方。曾与彩羽有过联系的各集团魔法少女聚集，带着用于收集“彩羽概念”的“灵魂容器”，穿过连接各时代的“镜子”展开回收。	official_cn_character_name	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00803	pass18_authority_applied
sectionList.json	103403	outline	現代に残ったやちよとフェリシアが倒れたいろはに魔力を供給する中、アルちゃんから話を聞いた魔法少女たちが続々と万年桜のうわさに集まる。＠彼女たちは“鏡を破壊すれば過去の改ざんはリセットされる”という鏡の仕組みを利用しようとしたが、いろはの魂に影響がでる恐れがあり、実行には移せなかった。＠そこで、自身の考えを述べようとするやちよ。ところが、いろはの維持に必要な魔力が膨大で、こんどはやちよが倒れてしまう。事態の悪化に動揺が広がる中、現れたのはピュエラケア。彼女たちは、いろはを維持するために力を貸してくれることになった。	八千代与菲莉希亚留在现代，为倒下的彩羽供给魔力；从小阿尔处听见消息的魔法少女也陆续聚集到万年樱之传闻。＠众人想利用“摧毁镜子即可重置对过去的篡改”这一机制，却担心会影响彩羽灵魂，始终无法实行。＠八千代准备提出自己的方案，但维持彩羽所需魔力过于庞大，她反而先倒下。众人因情况恶化而动摇时，Puella Care赶到，决定协助维持彩羽的存在。	八千代与菲莉希亚留在现代，为倒下的彩羽供给魔力；从小阿尔处听见消息的魔法少女也陆续聚集到万年樱的传闻。＠众人想利用“摧毁镜子即可重置对过去的篡改”这一机制，却担心会影响彩羽灵魂，始终无法实行。＠八千代准备提出自己的方案，但维持彩羽所需魔力过于庞大，她反而先倒下。众人因情况恶化而动摇时，Puella Care赶到，决定协助维持彩羽的存在。	official_cn_character_name	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00804	pass18_authority_applied
sectionList.json	103405	outline	みんなが、グリーフシードを手に入れるために魔女を捜しに行く中、体の張りどころのなく、嘆いているかごめ。＠ところが、桜子が“瀬奈みこと”の本を持って戻ってくると、かごめは自身の“情報を収集する力”を使って、みことがいろはを裏切っていないか内容を探ることになった。＠しかし、記録されたみことの逆鱗に触れたかごめは、本の中に捕われてしまう。＠そこで彼女が知ったのは、みことはいろはを裏切るどころか力を貸しているということ。そして、万年桜のうわさの中に、魔女が気づかずに存在しているということだった。	众人为获得悲叹之种出发寻找魔女，笼目却觉得自己没有能够拼上性命发挥作用的地方，独自叹息。＠樱子带回“濑奈御琴”的书后，笼目运用自己“收集信息的力量”，调查御琴是否背叛彩羽。＠她却触怒记录中的御琴，被困进书中。＠在那里，笼目得知御琴非但没有背叛，反而一直协助彩羽；同时还发现，一只未被察觉的魔女正潜伏在万年樱之传闻中。	众人为获得悲叹之种出发寻找魔女，笼目却觉得自己没有能够拼上性命发挥作用的地方，独自叹息。＠樱子带回“濑奈御琴”的书后，笼目运用自己“收集信息的力量”，调查御琴是否背叛彩羽。＠她却触怒记录中的御琴，被困进书中。＠在那里，笼目得知御琴非但没有背叛，反而一直协助彩羽；同时还发现，一只未被察觉的魔女正潜伏在万年樱的传闻中。	official_cn_character_name	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00805	pass18_authority_applied
sectionList.json	103406	outline	やちよたちは、いろはの概念を見つけるために、鏡の魔女と戦った大東区の湖を訪れていた。だが、魂の器に反応はなく、やちよは自分が犠牲になればと悔やむだけだった。＠その後、万年桜のうわさに戻ったやちよたちは、かごめから魔女が侵入していると知らされると、急いで撃破に向かう。＠結果、相手は使い魔だったが、撃破すると魂の器にいろはの概念が戻る…。これらの事実から判明したのは、使い魔がいろはの概念を奪っていることと、調整に使う魔力の塊の影響で、その使い魔にやちよたちが気づきにくい状態になっているということだった。	八千代等人为寻找彩羽概念，来到曾与镜之魔女战斗的大东区湖泊，但灵魂容器没有反应，八千代只是一味后悔，认为当时若由自己牺牲便好了。＠回到万年樱之传闻后，笼目告知有魔女入侵，众人立即前往讨伐。＠对方实际是使魔，打倒后灵魂容器却回收到彩羽概念。由此判明，使魔正在夺取彩羽概念；而用于调整的魔力团块又使八千代等人难以察觉它们。	八千代等人为寻找彩羽概念，来到曾与镜之魔女战斗的大东区湖泊，但灵魂容器没有反应，八千代只是一味后悔，认为当时若由自己牺牲便好了。＠回到万年樱的传闻后，笼目告知有魔女入侵，众人立即前往讨伐。＠对方实际是使魔，打倒后灵魂容器却回收到彩羽概念。由此判明，使魔正在夺取彩羽概念；而用于调整的魔力团块又使八千代等人难以察觉它们。	official_cn_character_name	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00806	pass18_authority_applied
sectionList.json	103802	message	ねえドルマ…戦いが終わったら＠バター茶をいっぱい飲みましょう	喂，多尔玛……等战斗结束以后，＠我们一起喝好多好多酥油茶吧。	喂，卓玛……等战斗结束以后，＠我们一起喝好多好多酥油茶吧。	第二权威：Wiki	magireco-wiki-data@42641f87818b/data/characters.json:15087-15152	higher_authority_applied
sectionList.json	104201	outline	『自分以外の時間が止まる』…“愛生まばゆ”は意図しない時間の停止に翻弄され始めた。以来、まばゆは瀕死だったネコ（エイミー）の回復、時間停止後の爆発、結界への侵入といった事象を経験しながら、時間停止の原因を探っていた。＠その後、時間停止中に動ける者を追ったまばゆは、クラスメイトの“巴マミ”を目撃。そこで“佐倉杏子”“暁美ほむら”“鹿目まどか”といった少女たちによる激しい戦いに巻き込まれると、魔女や魔法少女の存在を知るに至った。＠そして、まばゆは時間停止の原因を彼女たちに求めて再び結界の中に入ったが、その魔女の手下に殺されてしまった。	“除自己以外的时间全部停止”……爱生真昼开始被意外发动的时间停止玩弄。此后，她经历了治愈濒死猫咪艾米、时间停止后发生爆炸、进入结界等事件，一直寻找时间停止的原因。＠真昼追踪能够在静止时间中行动的人，目击同班同学巴麻美，并被卷入佐仓杏子、晓美焰、鹿目圆等少女的激烈战斗，由此得知魔女与魔法少女的存在。＠她再次进入结界，想从这些人身上寻找时间停止的原因，却遭魔女手下杀害。	“除自己以外的时间全部停止”……爱生眩开始被意外发动的时间停止玩弄。此后，她经历了治愈濒死猫咪艾米、时间停止后发生爆炸、进入结界等事件，一直寻找时间停止的原因。＠眩追踪能够在静止时间中行动的人，目击同班同学巴麻美，并被卷入佐仓杏子、晓美焰、鹿目圆等少女的激烈战斗，由此得知魔女与魔法少女的存在。＠她再次进入结界，想从这些人身上寻找时间停止的原因，却遭魔女手下杀害。	第二权威：Wiki	magireco-wiki-data@42641f87818b/data/characters.json:11109-11150	higher_authority_applied
sectionList.json	104202	outline	１ヶ月前に戻ったまばゆ。初対面のキュゥべえから知ったのは、自身が魔法少女で願いも覚えていないということや、光を操る魔法で光学迷彩などが使えること。＠その後、姿を隠しながらほむらたちに近づき、自身がほむらの時間停止と時間遡行に巻き込まれていると知ったまばゆ。魔法少女の真実を知るほむらがマミたちに認めてもらうために努力する姿や、魔法少女になったさやかが自身と周りを比較しながら真実に打ちのめされる姿を目撃する。＠そして、傍観者をやめようとするも、ワルプルギスの夜を倒せないと知ったまばゆは、次のループに未来を委ねた。	真昼回到一个月前。初次见面的丘比告诉她：她本来就是魔法少女，却完全不记得自己的愿望；她能够操纵光，也能使用光学迷彩。＠真昼隐藏身形接近焰等人，得知自己一直被卷入焰的时间停止与时间回溯。她目睹知晓魔法少女真相的焰努力争取麻美等人信任，也看见成为魔法少女的沙耶香不断与周围比较，最终被真相击垮。＠她想停止旁观，却得知众人仍无法打败魔女之夜，只能把未来托付给下一次轮回。	眩回到一个月前。初次见面的丘比告诉她：她本来就是魔法少女，却完全不记得自己的愿望；她能够操纵光，也能使用光学迷彩。＠眩隐藏身形接近焰等人，得知自己一直被卷入焰的时间停止与时间回溯。她目睹知晓魔法少女真相的焰努力争取麻美等人信任，也看见成为魔法少女的沙耶香不断与周围比较，最终被真相击垮。＠她想停止旁观，却得知众人仍无法打败魔女之夜，只能把未来托付给下一次轮回。	第二权威：Wiki	magireco-wiki-data@42641f87818b/data/characters.json:11109-11150	higher_authority_applied
sectionList.json	104203	outline	ほむらはまどかを救うために時間を繰り返している。真実を知ったまばゆは、ほむらの前に出ようとした。だが、変容したほむらがキュゥべえを消す様子を見るとためらってしまう。＠その後、キュゥべえが複数存在し、まどかが契約する危機が迫ると、まばゆは遂にほむらの前に姿を現して状況を伝える。だがそれは、覗きを告白し嫌悪されるのに等しい状況だった。＠それでもまばゆは、魔女に苦戦するまどかを助け、契約をしたまどかと距離を取ろうとするほむらを叱咤し、自身の魔法で未来を見ると、その未来をなぞってほむらを救い自分の命を失う。＠まどかを想うほむらを尊敬していたからこその行動だった。	焰为了拯救小圆不断重复时间。得知真相的真昼想主动出现在焰面前，却看见性情已经改变的焰消灭丘比，因而犹豫。＠后来，她得知丘比存在多个个体，小圆即将面临签约危机，终于现身告知焰情况；但这几乎等同于承认自己一直在偷窥，招致焰的厌恶。＠即便如此，真昼仍帮助苦战魔女的小圆，斥责想与已经签约的小圆保持距离的焰；又以自己的魔法看见未来，循着未来行动救下焰，最终失去生命。＠这一切，只因为她一直敬佩深爱小圆的焰。	焰为了拯救小圆不断重复时间。得知真相的眩想主动出现在焰面前，却看见性情已经改变的焰消灭丘比，因而犹豫。＠后来，她得知丘比存在多个个体，小圆即将面临签约危机，终于现身告知焰情况；但这几乎等同于承认自己一直在偷窥，招致焰的厌恶。＠即便如此，眩仍帮助苦战魔女的小圆，斥责想与已经签约的小圆保持距离的焰；又以自己的魔法看见未来，循着未来行动救下焰，最终失去生命。＠这一切，只因为她一直敬佩深爱小圆的焰。	第二权威：Wiki	magireco-wiki-data@42641f87818b/data/characters.json:11109-11150	higher_authority_applied
sectionList.json	104204	outline	ほむらの時間遡行によって生還したまばゆ。変えられない最善の未来を視る“未来予知”でほむらを支えるも、まどかはキュゥべえと契約をしてしまった。＠「あの魔女を、絶望から解き放って欲しい」という願いで生まれた“百江なぎさ”だったが、マミの死を知ると、自分がマミを殺したことを確信。加えて杏子を殺したことで罪悪感に苛まれていった。＠その過程で占い師の母との過去を思い出すまばゆ。さらに“記憶のフィルムを切り取る”力を思い出すと、それでなぎさの心を救い、皆でワルプルギスの夜との戦いに挑んだ。	焰通过时间回溯让真昼复活。真昼以能够看见“无法改变的最佳未来”的预知能力支援焰，小圆却仍与丘比签约。＠百江渚以“请把那只魔女从绝望中解放”为愿望诞生，但得知麻美死亡后，认定是自己杀了麻美；又因杀死杏子而深受罪恶感折磨。＠真昼在此过程中回想起与占卜师母亲的过去，也记起“剪除记忆胶片”的力量。她用这份力量拯救渚的内心，随后众人一同挑战魔女之夜。	焰通过时间回溯让眩复活。眩以能够看见“无法改变的最佳未来”的预知能力支援焰，小圆却仍与丘比签约。＠百江渚以“请把那只魔女从绝望中解放”为愿望诞生，但得知麻美死亡后，认定是自己杀了麻美；又因杀死杏子而深受罪恶感折磨。＠眩在此过程中回想起与占卜师母亲的过去，也记起“剪除记忆胶片”的力量。她用这份力量拯救渚的内心，随后众人一同挑战魔女之夜。	第二权威：Wiki	magireco-wiki-data@42641f87818b/data/characters.json:11109-11150	higher_authority_applied
sectionList.json	104205	outline	なぎさとは二度と会えない。それを理解した上で、ほむらはまどかが魔女と接触しないように動き、まばゆはまどかの契約を防ぐ鍵を探るために、さやかをレコンパンスのお手伝いとして迎えた。＠ところが、病院に度々見舞いに行っていたさやかが魔法少女になると、それに乗じてキュゥべえがまどかと接触。事態の悪化を懸念したほむらがさやかの前に出るものの警戒され、まばゆも魔法少女だと知られると不信を買ってしまった。＠以降、ワルプルギスの夜との戦いまでに溝は埋まらず、まばゆたちは、戦いの中で時を繰り返すことを決意した。	真昼与渚再也无法相见。明知如此，焰仍努力阻止小圆接触魔女；真昼则为了寻找阻止小圆签约的关键，邀请沙耶香到Recompense帮忙。＠经常去医院探望的沙耶香最终成为魔法少女，丘比趁机接触小圆。焰担心事态恶化而出现在沙耶香面前，却遭对方警戒；真昼的魔法少女身份暴露后，也失去信任。＠直到挑战魔女之夜前，双方隔阂仍未消除。真昼等人最终决定在战斗中重新启动时间轮回。	眩与渚再也无法相见。明知如此，焰仍努力阻止小圆接触魔女；眩则为了寻找阻止小圆签约的关键，邀请沙耶香到Recompense帮忙。＠经常去医院探望的沙耶香最终成为魔法少女，丘比趁机接触小圆。焰担心事态恶化而出现在沙耶香面前，却遭对方警戒；眩的魔法少女身份暴露后，也失去信任。＠直到挑战魔女之夜前，双方隔阂仍未消除。眩等人最终决定在战斗中重新启动时间轮回。	第二权威：Wiki	magireco-wiki-data@42641f87818b/data/characters.json:11109-11150	higher_authority_applied
sectionList.json	104206	outline	同じ時の中で起きる出来事のフローチャート。それを生かしつつまどかの契約を防ぐため、まばゆは再びさやかをレコンパンスのお手伝いに誘った。＠日々、お見舞いに行くさやかを尾けながら“恭介を治す”という彼女の願いや“恋心”へと迫っていくまばゆ。恭介に恋心を打ち明けるという仁美の告白に揺れるさやかと話す中で、彼女は自身の恋心に対して覚悟を決めていった。＠ところが、さやかは人間ではない自分に嘆くとソウルジェムを捨てて死んでしまい、まどかがさやかを救うために魔法少女になる。そして、ワルプルギスの夜へと挑んでいった。	真昼掌握着同一段时间中发生事件的流程图。为了利用这些信息阻止小圆签约，她再次邀请沙耶香到Recompense帮忙。＠真昼每天跟踪前往医院探望的沙耶香，逐渐接近她“治好恭介”的愿望与恋心。仁美宣布将向恭介告白，沙耶香因此动摇；与真昼交谈后，她终于决心面对自己的感情。＠然而沙耶香悲叹自己已非人类，扔掉灵魂宝石而死；小圆为了救她成为魔法少女，并走向魔女之夜。	眩掌握着同一段时间中发生事件的流程图。为了利用这些信息阻止小圆签约，她再次邀请沙耶香到Recompense帮忙。＠眩每天跟踪前往医院探望的沙耶香，逐渐接近她“治好恭介”的愿望与恋心。仁美宣布将向恭介告白，沙耶香因此动摇；与眩交谈后，她终于决心面对自己的感情。＠然而沙耶香悲叹自己已非人类，扔掉灵魂宝石而死；小圆为了救她成为魔法少女，并走向魔女之夜。	第二权威：Wiki	magireco-wiki-data@42641f87818b/data/characters.json:11109-11150	higher_authority_applied
sectionList.json	104207	outline	恭介のケガが治らないことは承知で、さやかに契約をさせないことを誓うまばゆ。信頼を勝ち取れる自信があった。＠まばゆは繰り返してきた経験や、知っているさやかの性分を利用して、契約を迷うさやかが契約しない方へと誘導する。＠ところが、キュゥべえによって自身が魔法少女であると知られると、憤慨したさやかは魔法少女になってしまう。＠友だち面でさやかを操った自分に嫌悪するまばゆだったが、ほむらに叱咤されると、さやかに自分の思いの丈をぶつけ、ワルプルギスの夜に挑むと散っていった。	真昼明知恭介的伤无法治愈，仍发誓绝不让沙耶香签约，并相信自己有能力赢得她的信任。＠她利用重复轮回积累的经验，以及对沙耶香性格的了解，引导犹豫不决的沙耶香选择不签约。＠丘比却揭露真昼也是魔法少女，愤怒的沙耶香随即签下契约。＠真昼厌恶自己装作朋友操控沙耶香，但受到焰斥责后，向沙耶香倾诉全部真心，随后挑战魔女之夜并战死。	眩明知恭介的伤无法治愈，仍发誓绝不让沙耶香签约，并相信自己有能力赢得她的信任。＠她利用重复轮回积累的经验，以及对沙耶香性格的了解，引导犹豫不决的沙耶香选择不签约。＠丘比却揭露眩也是魔法少女，愤怒的沙耶香随即签下契约。＠眩厌恶自己装作朋友操控沙耶香，但受到焰斥责后，向沙耶香倾诉全部真心，随后挑战魔女之夜并战死。	第二权威：Wiki	magireco-wiki-data@42641f87818b/data/characters.json:11109-11150	higher_authority_applied
sectionList.json	104208	outline	同じ時間を繰り返すことで、身近だった人たちとの心が離れていく実感をするまばゆ。＠彼女は恭介に八つ当たりされた記憶をカットすることで、さやかが魔法少女の契約を決めるトリガーを消し去り、まどかが契約する動機も削ることに成功した。＠ところが、ワルプルギスの夜との戦いの日…。ほむらの様子を見たまどかは魔法少女の契約を果たしてしまう。この時、彼女は既にキュゥべえのエネルギー回収ノルマを概ね達成できるだけの因果を背負っていた。	不断重复相同时间，让真昼感到自己与曾经亲近的人逐渐疏远。＠她剪掉恭介迁怒沙耶香的记忆，消除了促使沙耶香签约的触发点，也削弱了小圆签约的理由。＠然而魔女之夜来临当天，小圆看见焰的模样后，仍与丘比签约。此时，她身上已经累积了足够丘比完成大部分能量回收目标的庞大因果。	不断重复相同时间，让眩感到自己与曾经亲近的人逐渐疏远。＠她剪掉恭介迁怒沙耶香的记忆，消除了促使沙耶香签约的触发点，也削弱了小圆签约的理由。＠然而魔女之夜来临当天，小圆看见焰的模样后，仍与丘比签约。此时，她身上已经累积了足够丘比完成大部分能量回收目标的庞大因果。	第二权威：Wiki	magireco-wiki-data@42641f87818b/data/characters.json:11109-11150	higher_authority_applied
sectionList.json	104209	outline	まどかの契約回避には、ワルプルギスの夜を倒す必要がある。そのキーマンと言われたまばゆの未来視と、ほむらによる特訓が加わることで、ふたりは効率的に魔女を倒しながら、グリーフシードを最大限蓄えていった。＠しかし、それでもまだワルプルギスの夜を越えられない。＠この時、まばゆは自分がなんのために戦っているのか、折に触れて考え始めていた。	要避免小圆签约，就必须打倒魔女之夜。真昼被视作关键的未来视能力，再加上焰的训练，让两人能够高效讨伐魔女，尽可能储备悲叹之种。＠即便如此，她们仍无法跨越魔女之夜。＠这段时期，真昼开始不断思考：自己究竟是为了什么而战。	要避免小圆签约，就必须打倒魔女之夜。眩被视作关键的未来视能力，再加上焰的训练，让两人能够高效讨伐魔女，尽可能储备悲叹之种。＠即便如此，她们仍无法跨越魔女之夜。＠这段时期，眩开始不断思考：自己究竟是为了什么而战。	第二权威：Wiki	magireco-wiki-data@42641f87818b/data/characters.json:11109-11150	higher_authority_applied
