sequence	file	key	field	before	after	method	score	match_ratio	evidence	source_ja	release_source
4095	pieceList.json	1857	pieceName	泰党的拿手绝活	泰党的拿手好戏	wiki_memoria_keyed	98	1.0	memoria.json number=1857 name_zh	泰党の得意技	wiki_authority
4096	pieceList.json	1858	description	明明从对方身上感到相似之处，挥出的刀刃却仍随怒意没入身体。＠滴落的鲜血润湿大地，两个人仰卧着窥见死亡深渊。＠让她们移开视线的，是如蛛丝般沿地面流淌的赤红生命之河……＠两股血流汇合后颜色依旧不变，昭示着双方本来并无不同。	一边感受着接近的东西一边挥出的刀刃，和愤怒一起沉入身体＠鲜血浸湿地面，两人仰卧窥视的是死亡的深渊＠让眼睛放空的是，像走在地面上的蜘蛛丝一样的红色生命之河……＠即使两根连在一起颜色也没有变化，也表示两者都一样	wiki_memoria_keyed	98	1.0	memoria.json number=1858 desc_zh	近しいものを感じながらも振り抜いた刃が、怒りと共に体に沈む\n\nしたたる血が大地をぬらし、ふたりが仰臥して覗くのは死の淵\n\nその目をそらさせたのは、地面を行く蜘蛛の糸の如き赤い命の川…\n\n２本が繋がっても色は変わらず、どちらも同じであると示していた	wiki_authority
4097	pieceList.json	1858	pieceName	血与思念相互交融	血与思念交融	wiki_memoria_keyed	98	1.0	memoria.json number=1858 name_zh	血も想いも溶け合って	wiki_authority
4098	pieceList.json	1859	description	等待使命的鸟，低语着舍弃过去的树木，＠昭示道路存在的天空，编织未来的话语。＠唯一不断计数的时间之流，正让无数生命之灯熄灭。＠此刻，少女们已经没有余暇任由情感动摇。	等待着使命的鸟 喃喃自语着放弃过去的树木＠展现道路的天空 编织未来的话语＠只有一盏数着时间的流逝，几盏生命的灯火都熄灭了＠现在，少女们没有余暇被动摇感情	wiki_memoria_keyed	98	1.0	memoria.json number=1859 desc_zh	使命を待ち受けていた鳥　過去を捨てよと囁く樹木\n\n道があることを示す空　未来を紡ぐ言葉\n\nたったひとつ数える時の流れが、命の灯火をいくつも消してしまう\n\n今、少女たちが感情を揺さぶられている暇はない	wiki_authority
4099	pieceList.json	1859	pieceName	架在银河上的桥	横跨天河的桥	wiki_memoria_keyed	98	1.0	memoria.json number=1859 name_zh	天の川にかけた橋	wiki_authority
4100	pieceList.json	1860	description	初次相遇时，只是三个在绝望中低着头的人。＠外表、年龄、性格，连准备的巧克力都各不相同。＠可在确实感受到其中倾注的爱意时，＠才更加明白，这场相遇究竟是怎样的奇迹。	相遇的时候，都是在绝望中俯首……不过是如此的三个人＠外表、年龄、性格、还有准备的巧克力，每样是各不相同＠尽管如此，还是能够感受到其中包含的浓厚爱意＠切身体会到，这次相逢是一场庞大的奇迹	wiki_memoria_keyed	98	1.0	memoria.json number=1860 desc_zh	出会ったとき、絶望の中で俯いていた…それだけの３人\n\n見た目、年齢、性格、そして用意したチョコ、すべてがバラバラ\n\nそれでもしっかりと込められた愛情を感じながら\n\nこの出会いがいかに奇跡だったかを実感する	wiki_authority
4101	pieceList.json	1860	pieceName	三人三样的爱之形	三者三样的爱的形式	wiki_memoria_keyed	98	1.0	memoria.json number=1860 name_zh	三者三様の愛の形	wiki_authority
4102	pieceList.json	1861	description	“嘿、嘿、嘿！哇哇哇，飞出去了～！对不起～”＠“唔嗯嗯唔嗯嗯，唔嗯—嗯！＠（非常甜，也很好吃哦！）”＠“啊，你在偷吃！这就叫结果好就行，对吧？”	“哎呀哎呀哎呀!哇哇哇，飞起来了～ !对不起啦～”＠“唔唔唔，唔唔唔!＠(好甜啊，好好吃!)”＠“啊，在品尝味道！结果来讲很不错吗？”	wiki_memoria_keyed	98	1.0	memoria.json number=1861 desc_zh	「えいえいえいっ！わわわ、飛んじゃった～！ごめんね～」\n\n「ふっむむふむむん、ふんむーむ！\n\n（とっても甘くて、おいしいよ！）」\n\n「あ、味見してる！結果オーライって言うんだっけ？」	wiki_authority
4103	pieceList.json	1861	pieceName	令人雀跃的调温	跳跃性的旋转	wiki_memoria_keyed	98	1.0	memoria.json number=1861 name_zh	飛び跳ねるほどのテンパリング	wiki_authority
4104	pieceList.json	1862	description	无论是知根知底的朋友，还是最近才开始交谈的女孩，＠只要有一块巧克力，话题就会不断延展开来。＠虽然我也向往甜蜜得仿佛会融化的恋爱故事，＠但与女孩子们一起度过的情人节，或许也不坏。	无论是知心好友，还是最近刚认识的人＠只要有一块巧克力，对话就能不断发散＠虽然也会憧憬甜蜜到融化的爱情故事＠女生同伴们一起度过情人节或许也不错	wiki_memoria_keyed	98	1.0	memoria.json number=1862 desc_zh	気心の知れた友だちも、最近話すようになった子も\n\nチョコレートがひとつあれば、どんどん会話が広がってゆく\n\n甘くてとろけるような恋物語にも憧れるけど\n\n女の子同士で過ごすバレンタインも悪くないかもしれない	wiki_authority
4105	pieceList.json	1862	pieceName	分享一份友情	友情的分享	wiki_memoria_keyed	98	1.0	memoria.json number=1862 name_zh	友情のおすそ分け	wiki_authority
4106	pieceList.json	1863	description	我曾想把一切归咎于别人，然后逃走。＠想博取同情，躲进强者的保护之下。＠可正因为稍微挣扎过一点，才有了现在的我们。＠这束温柔的光，撬开了通往可能性的大门。	想要把责任推卸给别人＠想要博取同情，想要被强大的人保护＠因为尝试着去改变了，才有了现在的我们＠温暖的光芒打开了可能性的大门	wiki_memoria_keyed	98	1.0	memoria.json number=1863 desc_zh	誰かのせいにして、逃げてしまいたかった\n\n同情を誘って、強い人に守られたかった\n\nでも、ほんの少しあがいてみたから、今の私たちがある\n\nこの優しい光は可能性の扉をこじ開けた	wiki_authority
4107	pieceList.json	1863	pieceName	苦涩与柑橘	Bitter & Citrus	wiki_memoria_keyed	98	1.0	memoria.json number=1863 name_zh	ビター＆シトラス	wiki_authority
4108	pieceList.json	1864	description	被交付的任务，是为调整屋做宣传。＠即使不能开口，只要有文字，信息仍能传达。＠即使不能开口，只要看着对方的眼睛，心意仍能相通。＠真心想要广而告之，就从亲手写下、亲手递出开始。	被赋予的任务是宣传调整屋＠即使不能使用语言，只要还有文字，信息就能传达＠即使不能说话，只要通过眼神，就能传达想法＠希望宣传调整屋的真诚心意，从手写的传单中生发	wiki_memoria_keyed	98	1.0	memoria.json number=1864 desc_zh	与えられたミッションは、調整屋の宣伝\n\n言葉が使えなくても、文字があれば情報は伝わる\n\n言葉が使えなくても、目を見れば想いは伝わる\n\n拡散希望の真心は、手書きの手渡しで生まれる	wiki_authority
4109	pieceList.json	1865	description	每次来到这座车站，我都会想起那个披着黑色兜帽的人。＠想起那位曾帮助弱小的我、心地温柔的魔法少女……＠直到现在，我仍偶尔梦见“如果有一天还能再见面”。＠因为下一次，我想问到她的名字，把那一天的感谢亲口告诉她。	每当我来到这个车站，就会想起那个穿着黑色斗篷的人＠那个帮助了弱小的我的善良魔法少女……＠现在依旧是时常会梦到，要是哪天能够再次相遇……之类的＠下次一定要问清楚名字，表达那一天的感谢	wiki_memoria_keyed	98	1.0	memoria.json number=1865 desc_zh	この駅に来るたび、私は黒いフードのあの人を思い出す\n\n弱い私を助けてくれた心優しい魔法少女を…\n\nいつかまた会えたら…なんて、今でもときどき夢に見るのは\n\n次こそ名前を聞いて、あの日の感謝を伝えたいから	wiki_authority
4110	pieceList.json	1866	description	我曾想舍弃所有过去，变成另一个自己。＠因为不这样做，就无法活过明天。＠……可是，我终究没能舍弃。＠我无法把过去的自己当作从未存在。	舍弃过去的一切，变成另一个自己＠不这样做的话，就无法在明天继续生存下去＠……然而，还是无法舍弃＠做不到无视过去的自己	wiki_memoria_keyed	98	1.0	memoria.json number=1866 desc_zh	過去のすべてを捨てて、別の自分になろうとしたんだ\n\nそうしないと明日を生き抜くことができなかったから\n\n…だけど、捨てられなかった\n\n過去の自分をなかったことになんて、できやしなかった	wiki_authority
4111	pieceList.json	1866	pieceName	没能舍弃	无法舍弃	wiki_memoria_keyed	98	1.0	memoria.json number=1866 name_zh	捨てられなかった	wiki_authority
4112	pieceList.json	1867	description	“八千代小姐！今天大家一起熬夜……好吗？”＠“呵呵呵……毕竟是留宿会嘛……不过……鹤乃已经，唉。”＠“呼噜呼噜……好的，一份炒饭，不要米饭……呼噜……”＠（出自东京动画中心快闪店）	“八千代小姐！今天大家一起来熬夜……怎么样？”＠“呵呵呵，来个留宿会吗……不过吧，你看鹤乃已经……对吧”＠“哈欠哈欠……好的，一份炒饭、里面不要米饭对吧……哈欠……”＠（来自东京动画中心快闪店）	wiki_memoria_keyed	98	1.0	memoria.json number=1867 desc_zh	「やちよさん！今日はみんなで夜更かし…しませんか？」\n\n「ふふふ…お泊り会だもんね…だけど…鶴乃が、ねぇ」\n\n「むにゃむにゃ…はい、チャーハン一丁、ご飯抜きですね…むにゃ…」\n\n(POP UP SHOP in 東京アニメセンターより)	wiki_authority
4113	pieceList.json	1867	pieceName	今晚要晚些睡……？	今晚到很晚…？	wiki_memoria_keyed	98	1.0	memoria.json number=1867 name_zh	今夜は遅くまで…？	wiki_authority
4114	pieceList.json	1868	description	“把这个玩偶放在枕边，就能梦见超热血的战斗哦！”＠“……那个……这样真的能睡得安稳吗……？”＠“要这么说的话，纱奈……你的眼罩也挺厉害的吧？”＠（出自东京动画中心快闪店）	“把这个玩偶放在枕边，就能够，梦到激烈的战斗了！”＠“诶，那个……这样的话还能够安稳入睡吗……？”＠“要说这方面的话，莎奈……你的眼罩也不错嘛？”＠（来自东京动画中心快闪店）	wiki_memoria_keyed	98	1.0	memoria.json number=1868 desc_zh	「このぬいぐるみを枕元に置くと、激熱なバトル夢、見れるんだぜ！」\n\n「…ええっと…それで安眠できるのでしょうか…？」\n\n「それを言うなら、さな…お前のアイマスクもなかなかだぞ？」\n\n(POP UP SHOP in 東京アニメセンターより)	wiki_authority
4115	pieceList.json	1868	pieceName	若要进入梦乡……	产生了睡意的话…	wiki_memoria_keyed	98	1.0	memoria.json number=1868 name_zh	眠りにつくなら…	wiki_authority
4116	pieceList.json	1869	description	（蔬菜、肉、蔬菜、肉、蔬菜、肉、蔬菜、肉……）＠“等等，黑江！烤串已经够多了！谢谢你！”＠“诶？啊……嗯……”＠（因为是不用动脑的工作，不知不觉就做入迷了……）	（蔬菜、肉、蔬菜、肉、蔬菜、肉、蔬菜、肉…）＠“黑江等等！烤肉串有这么多就够了！谢谢你！”＠“诶？啊…嗯…”＠（因为是不用思考任何事的工作，就不自觉地埋头苦干了…）	wiki_memoria_keyed	98	1.0	memoria.json number=1869 desc_zh	（野菜、肉、野菜、肉、野菜、肉、野菜、肉…）\n\n「待って黒江！串はそれくらいあれば十分だよ！ありがと！」\n\n「え？あ…うん…」\n\n（何も考えなくていい作業だったから、つい没頭してた…）	wiki_authority
4117	pieceList.json	1869	pieceName	只想让内心归于空白	想要全神贯注	wiki_memoria_keyed	98	1.0	memoria.json number=1869 name_zh	無心になりたくて	wiki_authority
4118	pieceList.json	1870	description	这并非献给神明的圣香，而是迷惑并操纵人心的香气。＠只要让它弥漫四周，整个场所便会转眼落入掌控。＠一旦那种烟雾仿佛连脑海都在飘荡的感觉被深深刻下，＠接下来，便只能把自己交给“她”的引导。	这不是献给神明的神圣之香，而是迷惑和操纵他人的香＠只要在附近扩散开来，就能将此处尽数掌握＠一旦脑海中被刻下烟雾弥漫的感觉＠之后就只能任由“她”差遣了	wiki_memoria_keyed	98	1.0	memoria.json number=1870 desc_zh	これは神に捧げる聖なる香ではなく、人を惑わせ操る香\n\n辺り一面に漂わせれば、たちまちその場は掌中へと収まる\n\n頭の中にまで煙がたゆたうかのような感覚がひとたび刻まれれば\n\nあとはただ、“彼女”の導きに身を委ねるしかない	wiki_authority
4119	pieceList.json	1870	pieceName	迷惑的香气	幻惑之香	wiki_memoria_keyed	98	1.0	memoria.json number=1870 name_zh	幻惑の香り	wiki_authority
4120	pieceList.json	1871	description	从小就不断被告知，身心的一切都必须献给法老。＠至今的人生，我毫无一丝迷惘，始终如此走来。＠可此刻，眼前的王座看起来却已经扭曲。＠只能以伤痕累累的忠诚，掩藏偶然流露出的悔恨。	从很小的时候起，我就被告知要把我的整个身体和灵魂交给法老＠一模一样的生活，没有丝毫犹豫＠但是现在，我面前的王座看起来扭曲了＠我们必须用受伤的忠诚来隐藏我们的悔恨之光	wiki_memoria_keyed	98	1.0	memoria.json number=1871 desc_zh	身も心もすべてファラオに捧げよと幼い頃から言われ続け\n\nこれまで微塵の迷いもなく、その通りに歩んできた人生\n\nだけど、今、目の前の玉座は歪んで見える\n\n垣間見える悔恨の情を、傷だらけの忠義で隠さねばならない	wiki_authority
4121	pieceList.json	1871	pieceName	摇摆的忠义	动摇的忠义	wiki_memoria_keyed	98	1.0	memoria.json number=1871 name_zh	揺れる忠義	wiki_authority
4122	pieceList.json	1872	description	我的命运在这座山谷中发生了巨大改变。＠是在这座山谷中邂逅的“神”，改变了我的命运。＠我只顾不断走向幽暗的谷底，＠没有察觉头顶正有一缕微光悄然照下。	在这个山谷里，我的命运发生了巨大的改变＠在这个山谷里遇到的“神”改变了我的命运＠我一个劲儿地走在黑暗的谷底＠并没有注意到头顶上有一束微弱的光	wiki_memoria_keyed	98	1.0	memoria.json number=1872 desc_zh	この谷で大きく変わってしまった私の運命\n\nこの谷で出会った“神”が変えてしまった私の運命\n\n私はひたすらに、闇深い谷底を歩いていく\n\nその頭上で、かすかに光が差し込んでいることに気づくことなく	wiki_authority
4123	pieceList.json	1872	pieceName	宿业峡谷	宿业的峡谷	wiki_memoria_keyed	98	1.0	memoria.json number=1872 name_zh	宿業の峡谷	wiki_authority
4124	pieceList.json	1873	description	跨越时代与国度，相对而立的两名少女。＠沉重压在她们背后的，是各自一族的业。＠正因为如此才彼此吸引，还是因果纠缠所致？＠无论如何，这场相遇都迸发出强烈鲜明的光彩，照亮四周。	穿越时空、跨越国度相遇的两位少女＠她们身上均肩负着率领一族的沉重的压力＠是正因如此才会互相吸引，还是因果间的相互纠缠＠无论如何，这次邂逅都散发出炫目的光彩，照亮了周遭	wiki_memoria_keyed	98	1.0	memoria.json number=1873 desc_zh	時を越え、国を越えて対面するふたりの少女\n\n彼女たちの背中には、一族の業が重くのしかかる\n\nだからこそ惹かれ合ったのか、それとも因果のもつれなのか\n\nいずれにせよ、この出会いは激しく鮮烈な光彩を放ち、周囲を照らす	wiki_authority
4125	pieceList.json	1873	pieceName	离奇的机缘	坎坷的际遇	wiki_memoria_keyed	98	1.0	memoria.json number=1873 name_zh	数奇な巡り合わせ	wiki_authority
4126	pieceList.json	1874	description	分不清左右，只能面向前方，继续横渡沙之海。＠回头望去，我留下的足迹早已被风吹散。＠这样一来，再也不会有人知道我走过怎样的路。＠即便如此，我仍面朝前方，绝不会停下脚步。	左右为难，唯有向前，沙海横穿＠回头远望，足迹随风，消散不见＠如此一来，无人知晓，吾之既路＠即便如此，吾亦不会，止步不前	wiki_memoria_keyed	98	1.0	memoria.json number=1874 desc_zh	右も左も見失い、ただ前を向いて砂の海を渡り続ける\n\n後ろを振り返ると、もう私の足跡は風に吹き消されていた\n\nこれでもう、誰も私の道程を知ることはないだろう\n\nそれでも、私は前を向き、歩みを止めることはしない	wiki_authority
4127	pieceList.json	1874	pieceName	任沙尘吹拂	尘拂自若	wiki_memoria_keyed	98	1.0	memoria.json number=1874 name_zh	砂塵に吹かれて	wiki_authority
4128	pieceList.json	1876	description	受命而燃烧，燃尽后化作灰烬……然后沉睡。＠因为想与心意相通的同伴一起，把身体交给这样的流转。＠活在遥远古代的祖先彼此立约，成为驰骋黑暗的盗贼。＠为了国内苦苦挣扎的人们，也为了自己，今夜仍化作掠取财富的火焰。	受命、燃烧、殆尽、化作尘土……而后长眠……＠因为想要与交心的伙伴一同寄身于那流转之中＠祖先们定下约定，化身为行走于黑暗中的盗贼＠为了这个国家仍在受苦的人们以及自己，今夜亦将成为劫掠财富的火焰	wiki_memoria_keyed	98	1.0	memoria.json number=1876 desc_zh	命を受け、燃えて、尽きて、灰になって…眠る…\n\n心を寄せる仲間と共に、その流転に身を預けたかったから\n\n遙か古に生きた祖先は契りを交して、闇を駆ける賊となった\n\n国であえぐ者と己のために、今宵も富をかすめる炎となる	wiki_authority
4129	pieceList.json	1876	pieceName	信守盟约的义贼	信约的义贼	wiki_memoria_keyed	98	1.0	memoria.json number=1876 name_zh	契りを信ずる義賊	wiki_authority
4130	pieceList.json	1877	description	“最后再来份甜点怎么样呀？”＠“你还是这么突然啊，八云。我正准备睡了。”＠“我想到了最棒的蛋糕点子，所以想马上试试看。”＠“冷静想想也太乱来了……不过看到你这笑容，我也不好拒绝……”	“要不要来些餐后的甜点啊？”＠“八云，你还真是一如既往地搞突然啊，我都快睡觉了”＠“突然冒出了超棒的做蛋糕点子，就想马上试一试嘛”＠“冷静思考下来还真是够糟糕的……为什么能这么自然地笑出来……”	wiki_memoria_keyed	98	1.0	memoria.json number=1877 desc_zh	「シメのスイーツはいかがかしらぁ？」\n\n「相変わらず突然だな八雲。自分はもう寝るところなのだが」\n\n「最高のケーキのアイデアが浮かんだの。だからすぐに試したくって」\n\n「冷静に考えるとめちゃくちゃだが…その笑顔は無碍にできんな…」	wiki_authority
4131	pieceList.json	1877	pieceName	平凡一天的收尾	不经意间一天的饮食	wiki_memoria_keyed	98	1.0	memoria.json number=1877 name_zh	何気ない１日のシメ	wiki_authority
4132	pieceList.json	1878	description	不被允许获得幸福，也不被允许因不幸而得到同情。＠我们只能不被任何人察觉，悄无声息地完成使命。＠这是延缓世界终结唯一正确的方法。＠可唯独这场战斗，希望能允许我任性一次，陪它看到最后。	不能幸福，也不能被同情不幸＠我们只是没有人注意到，悄悄地完成使命＠这是推迟世界末日的唯一正确方法＠即便如此，也希望这场战斗能原谅一直守护到最后的自私	wiki_memoria_keyed	98	1.0	memoria.json number=1878 desc_zh	幸せになるのは許されない、不幸を同情されるのも許されない\n\n私たちはただ誰にも気づかれず、ひっそりと使命を果たすだけ\n\nこれが世界の終末を遅らせる唯一の正しい方法\n\nそれでもこの戦いだけは、最後まで見守るワガママを許してほしい	wiki_authority
4133	pieceList.json	1878	pieceName	镜中映出的绝念时钟	镜子里映出的死心之钟	wiki_memoria_keyed	98	1.0	memoria.json number=1878 name_zh	鏡に映る諦念の時計	wiki_authority
4134	pieceList.json	1879	description	在日新月异、令人目不暇接的日子里，＠我遇见了能够托付真心的人，也刻下了如珍宝般的时光。＠今后会发生什么，未来依然未知。＠但没关系。只要和大家在一起，我就不会害怕。	在应接不暇、瞬息万变的每一天里＠遇到了能够依靠心灵的人们，刻画下了宝物般的时光＠现在还不知道未来会发生什么事情＠不过没有关系，只要和大家在一起，我就没什么好怕的	wiki_memoria_keyed	98	1.0	memoria.json number=1879 desc_zh	目まぐるしく変わっていった日々の中で\n\n心を委ねられる人たちと出会って、宝物のような時間が刻まれた\n\nこれから先に何が起こるのか、未来はまだわからない\n\nだけど大丈夫。みんなと一緒なら、私は恐くないから	wiki_authority
4135	pieceList.json	1879	pieceName	今后也要和大家一起	今后，也与大家一起	wiki_memoria_keyed	98	1.0	memoria.json number=1879 name_zh	これからも、みんなと	wiki_authority
4136	pieceList.json	1880	description	面带微笑的圣女大人所凝视的，是魔法少女获得解放的未来。＠任何人都不被允许逃离这份救赎。＠因为“解放”，正是圣女大人所坚信的幸福。＠所有喜悦，都存在于那里。	浅笑的圣女时时刻刻都在注视着，那份解放魔法少女的未来＠那份救赎不允许有任何人不在其中＠只因圣女信仰着解放即为幸福＠所有的喜悦都在于其处	wiki_memoria_keyed	98	1.0	memoria.json number=1880 desc_zh	微笑みを浮かべる聖女様が見つめるのは、魔法少女が解放される未来\n\nその救いからは、何人たりとも逃れることは許されない\n\nなぜなら、解放こそが聖女様が信じる幸福だから\n\n喜びはすべて、そこにあるから	wiki_authority
4137	pieceList.json	1880	pieceName	注定的救赎	救赎已被钦定	wiki_memoria_keyed	98	1.0	memoria.json number=1880 name_zh	定められた救い	wiki_authority
4138	pieceList.json	1881	description	如果人生是一本书，我的故事会是什么模样？＠现在究竟翻到了第几页，等待我的又会是怎样的结局？＠今后一定还会发生许多事情，＠但无论最终写成什么样，它都会成为我——环彩羽所珍爱的故事。	如果人生是一本书的话，那我的故事会是什么样的呢？＠现在究竟翻到了第几页，之后会有怎样的结局呢？＠从今往后，一定还会发生很多事情＠不过，无论出现什么变化，对我“环伊吕波”来讲都是值得珍爱的故事	wiki_memoria_keyed	98	1.0	memoria.json number=1881 desc_zh	人生がもしも１冊の本だったなら、私の物語はどんなだろう？\n\nいったい今は何ページ目で、どんな結末が待っているんだろう？\n\nきっと、これからたくさんのことが起きるだろうけれど\n\nどんな形になっても、それは私「環いろは」にとって愛しい物語になる	wiki_authority
4139	pieceList.json	1881	pieceName	一定会成为惹人怜爱的故事	一定会变成有爱的故事	wiki_memoria_keyed	98	1.0	memoria.json number=1881 name_zh	きっと愛しい物語に	wiki_authority
4140	pieceList.json	1882	description	“首先是我，接着又是我，然后还是我……＠回过神来，大家绕成一圈完成Connect，就诞生了无限大的我！＠串联起来会比并联更加猛烈！＠绝对没错……只要是我们，无论什么稀有度都一定抽得到！”	“首先有我，然后有我，然后又有我…＠注意到的时候一圈一圈的连接无限大的我完成！＠用串联连接比并联更强烈！＠没有错…如果是我们的话应该什么稀有度都能抽到！”	wiki_memoria_keyed	98	1.0	memoria.json number=1882 desc_zh	「まずは私がいて、その次に私がいて、そしてまた私がいて…\n\n気がついたらぐるりと一周コネクトして無限大な私が完成！\n\n直列でつながれば並列よりも強烈！\n\n間違いありません…私たちならどんなレアリティも引けるはず！」	wiki_authority
4141	pieceList.json	1882	pieceName	串联 Connect	串联连携	wiki_memoria_keyed	98	1.0	memoria.json number=1882 name_zh	直列コネクト	wiki_authority
4142	pieceList.json	1883	description	“有些事情一旦发生，就再也无法挽回呢……比如那时的我。＠我把一直期待的豆腐汉堡排煎焦了，＠便想用‘倒带’能力回到它还没焦的时候，＠可一不小心回过头了……盘子上只剩下几颗大豆……”	“也有些事情无法挽救啊……就好比说现在的我＠把心心念念的豆腐汉堡烤糊了＠就使用了‘倒带’的能力，想要回到烤糊前的状态＠结果用力太猛……盘子上只留下一堆大豆……”	wiki_memoria_keyed	98	1.0	memoria.json number=1883 desc_zh	「取り返しのつかないことって、ありますよね…例えばこの時の私\n\n楽しみにしていた豆腐ハンバーグを焦がしてしまって\n\n『巻き戻し』の能力を使って焦がす手前まで戻そうとしたのですが\n\n勢い余ってしまいまして…お皿の上には大豆が転がっていました…」	wiki_authority
4143	pieceList.json	1883	pieceName	逆转的时间不会复原	回去的时间回不来	wiki_memoria_keyed	98	1.0	memoria.json number=1883 name_zh	戻した時間は戻らない	wiki_authority
4144	pieceList.json	1884	description	“朝未来不断进化的原初姿态……那就是我，‘未完成的彩羽’！＠只要沿着这条路走下去，我也一定能抵达新的阶段……＠咦？……前面好像有一个动作非常僵硬的人……＠难、难道那就是下一代的我……‘3DCG彩羽’吗！？”	“朝向未来逐渐进化的初始的姿态…这就是我『未完成伊吕波』！＠走上这条路的话，我应该也能到达新的阶段…＠哦呀？…有一位很生硬的人走在前头…＠难、难不成，那就是次世代的我…『3DCG伊吕波』吗!?”	wiki_memoria_keyed	98	1.0	memoria.json number=1884 desc_zh	「未来に向かって進化していく原初の姿…それが私『未完成いろは』！\n\nこの道を歩いていけば、私も新たなステージに到達できるはず…\n\nおや？…随分とカクカクした人が前を歩いていますが…\n\nも、もしかして、あれが次世代の私…『３DCGいろは』ですか!?」	wiki_authority
4145	pieceList.json	1885	description	那柄长枪，存在于开启残酷命运之门的彼方。＠手持长枪之人，是驰骋天空、为争乱画下句点的战士。＠长枪所贯穿的，是被业力玩弄、迷失方向的灵魂。＠长枪所昭示的，是显现于现世的女武神之决意。	那把枪，就在开启残酷命运之门的前方＠那个拿着枪的人，是驰骋天际为战乱画上休止符的战士＠那把枪贯穿的，是被业障摆布的迷惘的灵魂＠表示的，是在乱世显现的战少女的决心	wiki_memoria_keyed	98	1.0	memoria.json number=1885 desc_zh	その槍があるのは、過酷なる運命の扉を開いた先\n\nその槍を持つ者は、天を駆け巡りて争乱に終止符を打つ戦士\n\nその槍が貫くのは、業に翻弄された迷える魂\n\nその槍で示すのは、うつし世に顕現した戦乙女の決意	wiki_authority
4146	pieceList.json	1886	description	载着梦想驰骋大海的，是姐妹二人的船。＠听说东方有神秘国度，便向东航行；听说西方有丰饶文化，便转向西方。＠为北方辽阔的未开之地心潮澎湃，也在南方开朗的阳光下欢笑。＠只要两个人在一起，就连世界尽头也一定能够抵达。	承载着姐妹梦想的大船驰骋于海洋之上＠若是听到有神秘国度就向东航行，若是听到有丰饶文化就向西航行＠为北方无人踏足的广阔土地欢呼雀跃，为南方的明媚阳光而喜笑颜开＠只要有两人在一起，或许就能走到世界的尽头	wiki_memoria_keyed	98	1.0	memoria.json number=1886 desc_zh	大海を駆け巡るのは夢を乗せた姉妹の船\n\n神秘の国があると聞けば東へ、豊穣なる文化があると聞けば西へ向かう\n\n北の広大な未開の土地に心躍らせ、南の朗らかな陽気に笑顔を弾ませる\n\nふたりでなら、この世の果てでも行けるはず	wiki_authority
4147	pieceList.json	1886	pieceName	追梦的航路	追梦的航线	wiki_memoria_keyed	98	1.0	memoria.json number=1886 name_zh	夢追いの航路	wiki_authority
4148	pieceList.json	1887	description	独自静静伫立海边，凝望眼前的景色，＠战场上听见的战士咆哮便再次穿透胸膛。＠沉入地平线的太阳强烈闪耀，把天空染成茜红。＠而这一切会不断重演……明天、后天，以及更遥远的未来。	一个人静静地站在海边，看着眼前的景色＠在战场上听到的战士们的咆哮穿透我的胸膛＠落在水平线上的太阳，发出强烈的光芒，把天空染成了暗红色＠而且会重复很多次…在明天，在后天，直至将来也如此	wiki_memoria_keyed	98	1.0	memoria.json number=1887 desc_zh	海辺にひとり静かに佇み、目の前の景色を見つめていると\n\n戦場で聞いた戦士たちの咆哮が胸を突き抜けていく\n\n水平線に沈む陽は、強く輝きながら空を茜色に染める\n\nそしてそれは何度も繰り返す…明日も、明後日も、その先も	wiki_authority
4149	pieceList.json	1887	pieceName	向阳光起誓	向着阳光发誓	wiki_memoria_keyed	98	1.0	memoria.json number=1887 name_zh	陽光に誓う	wiki_authority
4150	pieceList.json	1888	description	那柄战斧，存在于高举通往梦想之愿的前方。＠手持战斧之人，是不分战场明暗、只顾不断战斗的战士。＠战斧所斩断的，是阻挡在觉悟之路上的敌人。＠战斧所昭示的，是姐妹曾经共同谈论的未来。	这把斧子的存在，是因为它把祈愿与梦想联系在一起＠而拿着斧头的人，是在战场上表里如一的战士＠这把斧子，砍的是挡在觉悟道路上的敌人＠展示的是曾经交谈过的姐妹的未来	wiki_memoria_keyed	98	1.0	memoria.json number=1888 desc_zh	その斧があるのは、夢へと繋がる願いを掲げた先\n\nその斧を持つ者は、戦場の表も裏もなくひたすらに戦う戦士\n\nその斧が斬るのは、覚悟の道行きに立ち塞がる敵\n\nその斧が示すのは、かつて語り合った姉妹の未来	wiki_authority
4151	pieceList.json	1888	pieceName	激情双斧	激情之双斧	wiki_memoria_keyed	98	1.0	memoria.json number=1888 name_zh	激情の双斧	wiki_authority
4152	pieceList.json	1889	pieceName	姐姐所能看见的世界	姐姐看得见的世界	wiki_memoria_keyed	98	1.0	memoria.json number=1889 name_zh	姉には見える世界	wiki_authority
