file	key	field	baseline	pass8	current	normalized_baseline	normalized_current	numeric_roman_signature_baseline	numeric_roman_signature_current	target_signature_baseline	target_signature_current	turn_signature_baseline	turn_signature_current	direction_signature_baseline	direction_signature_current	closed_normalization_equal	numeric_roman_equal	target_equal	turn_equal	direction_equal	failure_reasons	authority_type	source_locator	source_record_sha256	original_pass9_residual	pass14_residual	existing_ledger_overlap	runtime_byte_change	reason
cardMagiaMap.json	90431	shortDescription	对全体敌人造成伤害[Ⅴ] & 防御力UP(全体/3T) & 必定挑衅(自己/1T) & 忍耐(自己/1T)	对敌方全体造成伤害[Ⅴ] & 防御力提升(我方全体/3T) & 必定挑衅(自身/1T) & 忍耐(自身/1T)	对敌方全体造成伤害[Ⅴ] & 防御力提升(我方全体/3T) & 必定挑衅(自身/1T) & 忍耐(自身/1T)	敌全伤害[v]防御力up(味全/3t)必定挑衅(自/1t)忍耐(自/1t)	敌全伤害[v]防御力up(味全/3t)必定挑衅(自/1t)忍耐(自/1t)	Ⅴ|3|1|1	Ⅴ|3|1|1	ENEMY_ALL|ALLY_ALL|SELF|SELF	ENEMY_ALL|ALLY_ALL|SELF|SELF	3|1|1	3|1|1	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90431/shortDescription/baseline	a820e8c7d2164e4fde2621c899849b2be485064d8a64a2c8159f8a95a8765dfa	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90433	shortDescription	对全体敌人造成伤害[Ⅷ] & 火属性攻击力UP(全体/3T) & 攻击力UP(自己/3T)	对敌方全体造成伤害[Ⅷ] & 火属性攻击力提升(我方全体/3T) & 攻击力提升(自身/3T)	对敌方全体造成伤害[Ⅷ] & 火属性攻击力提升(我方全体/3T) & 攻击力提升(自身/3T)	敌全伤害[viii]火属性攻击力up(味全/3t)攻击力up(自/3t)	敌全伤害[viii]火属性攻击力up(味全/3t)攻击力up(自/3t)	Ⅷ|3|3	Ⅷ|3|3	ENEMY_ALL|ALLY_ALL|SELF	ENEMY_ALL|ALLY_ALL|SELF	3|3	3|3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90433/shortDescription/baseline	f617e1c345bb3244eb47f6c64eaa7a28a9c6e5c1dfc7572ac40e927a3287169d	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90434	shortDescription	对单个敌人造成伤害[Ⅶ] & 攻击力UP & 伤害UP(全体/3T)	对敌方单体造成伤害[Ⅶ] & 攻击力提升 & 伤害提升(我方全体/3T)	对敌方单体造成伤害[Ⅶ] & 攻击力提升 & 伤害提升(我方全体/3T)	敌单伤害[vii]攻击力up伤害up(味全/3t)	敌单伤害[vii]攻击力up伤害up(味全/3t)	Ⅶ|3	Ⅶ|3	ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ALLY_ALL	3	3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90434/shortDescription/baseline	ede6fcd81d1bf4c8378e750f47f54a09421c39751e0fa3f74c85bd6f77a25728	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90435	shortDescription	对全体敌人造成伤害[Ⅶ] & 造成伤害DOWN & 攻击力DOWN(全体敌人/3T) & 暗属性攻击力UP(自己/5T)	对敌方全体造成伤害[Ⅶ] & 造成伤害降低 & 攻击力降低(敌方全体/3T) & 暗属性攻击力提升(自身/5T)	对敌方全体造成伤害[Ⅶ] & 造成伤害降低 & 攻击力降低(敌方全体/3T) & 暗属性攻击力提升(自身/5T)	敌全伤害[vii]伤害down攻击力down(敌全/3t)暗属性攻击力up(自/5t)	敌全伤害[vii]伤害down攻击力down(敌全/3t)暗属性攻击力up(自/5t)	Ⅶ|3|5	Ⅶ|3|5	ENEMY_ALL|ENEMY_ALL|SELF	ENEMY_ALL|ENEMY_ALL|SELF	3|5	3|5	DOWN|DOWN|UP	DOWN|DOWN|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90435/shortDescription/baseline	345dfe44aad1bb8d84ce607f6e3331b06f3d4af1438524092dc207dcaa35ee4b	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90436	shortDescription	对全体敌人造成伤害[Ⅶ] & 暗属性伤害削减 & Blast伤害UP(全体/3T)	对敌方全体造成伤害[Ⅶ] & 暗属性伤害削减 & Blast伤害提升(我方全体/3T)	对敌方全体造成伤害[Ⅶ] & 暗属性伤害削减 & Blast伤害提升(我方全体/3T)	敌全伤害[vii]暗属性伤害削减blast伤害up(味全/3t)	敌全伤害[vii]暗属性伤害削减blast伤害up(味全/3t)	Ⅶ|3	Ⅶ|3	ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90436/shortDescription/baseline	132c942425669c4d9a7636da29e6d6416f0babf44b53ac8968d1c7dbda92d13c	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90437	shortDescription	对全体敌人造成伤害 & 状态异常无效 ＆ DEBUFF无效(自己/3T)	对敌方全体造成伤害 & 异常状态无效 & Debuff无效(自身/3T)	对敌方全体造成伤害 & 异常状态无效 & Debuff无效(自身/3T)	敌全伤害异常状态无效debuff无效(自/3t)	敌全伤害异常状态无效debuff无效(自/3t)	3	3	ENEMY_ALL|SELF	ENEMY_ALL|SELF	3	3			true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90437/shortDescription/baseline	8871bce7411a950c5e60ad892bb637a765729718e8dd062e28be8b23f08d7d15	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90438	shortDescription	对全体敌人造成伤害[Ⅶ] & 攻击力UP & 防御力UP & 状态异常1次无效(全体/3T) & HP回复(全体)	对敌方全体造成伤害[Ⅶ] & 攻击力提升 & 防御力提升 & 异常状态1次无效(我方全体/3T) & HP回复(我方全体)	对敌方全体造成伤害[Ⅶ] & 攻击力提升 & 防御力提升 & 异常状态1次无效(我方全体/3T) & HP回复(我方全体)	敌全伤害[vii]攻击力up防御力up状态异常1次无效(味全/3t)hp回复(味全)	敌全伤害[vii]攻击力up防御力up状态异常1次无效(味全/3t)hp回复(味全)	Ⅶ|1|3	Ⅶ|1|3	ENEMY_ALL|ALLY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL|ALLY_ALL	3	3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90438/shortDescription/baseline	3bc617637ff93476296a2395169e05bddf85c1a54b749e2bf2084779631ff3e6	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90439	shortDescription	对全体敌人造成伤害[Ⅶ] & 攻击力UP & 伤害UP(全体/3T) & 一定几率暴击(自己/3T)	对敌方全体造成伤害[Ⅶ] & 攻击力提升 & 伤害提升(我方全体/3T) & 概率暴击(自身/3T)	对敌方全体造成伤害[Ⅶ] & 攻击力提升 & 伤害提升(我方全体/3T) & 概率暴击(自身/3T)	敌全伤害[vii]攻击力up伤害up(味全/3t)概率暴击(自/3t)	敌全伤害[vii]攻击力up伤害up(味全/3t)概率暴击(自/3t)	Ⅶ|3|3	Ⅶ|3|3	ENEMY_ALL|ALLY_ALL|SELF	ENEMY_ALL|ALLY_ALL|SELF	3|3	3|3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90439/shortDescription/baseline	df95b9fae2a2b6b5275e01f5b46737038800895a44e9b581388fa4496dd12947	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90443	shortDescription	对单个敌人造成伤害[Ⅶ] & 攻击力UP(全体/3T)	对敌方单体造成伤害[Ⅶ] & 攻击力提升(我方全体/3T)	对敌方单体造成伤害[Ⅶ] & 攻击力提升(我方全体/3T)	敌单伤害[vii]攻击力up(味全/3t)	敌单伤害[vii]攻击力up(味全/3t)	Ⅶ|3	Ⅶ|3	ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ALLY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90443/shortDescription/baseline	1ba6cbe96e79a96e02f99f1b9c5e75daae66a0470bd10ccfbf125e1260e5e686	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90445	shortDescription	对全体敌人造成伤害[Ⅴ] & Magia伤害削减 ＆ Blast受到伤害UP ＆ Charge后受到伤害UP(自己/2T)	对敌方全体造成伤害[Ⅴ] & Magia伤害削减 & Blast受到伤害提升 & Charge后所受伤害提升(自身/2T)	对敌方全体造成伤害[Ⅴ] & Magia伤害削减 & Blast受到伤害提升 & Charge后所受伤害提升(自身/2T)	敌全伤害[v]magia伤害削减blast受到伤害upcharge后受到伤害up(自/2t)	敌全伤害[v]magia伤害削减blast受到伤害upcharge后受到伤害up(自/2t)	Ⅴ|2	Ⅴ|2	ENEMY_ALL|SELF	ENEMY_ALL|SELF	2	2	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90445/shortDescription/baseline	3ea3509e941f64a607322972cff671d5023dc8c649a053a198e608102d089b24	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90448	shortDescription	对单个敌人造成属性强化伤害[Ⅶ] & 必定眩晕(单个敌人/1T) & Charge后伤害UP(全体/3T)	对敌方单体造成属性强化伤害[Ⅶ] & 必定眩晕(敌方单体/1T) & Charge后伤害提升(我方全体/3T)	对敌方单体造成属性强化伤害[Ⅶ] & 必定眩晕(敌方单体/1T) & Charge后伤害提升(我方全体/3T)	敌单属性强化伤害[vii]必定眩晕(敌单/1t)charge后伤害up(味全/3t)	敌单属性强化伤害[vii]必定眩晕(敌单/1t)charge后伤害up(味全/3t)	Ⅶ|1|3	Ⅶ|1|3	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	1|3	1|3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90448/shortDescription/baseline	5fce3159bebb3cb42533757abb03becb6667ec2683f2e5dd4586403b1e97bc2a	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90449	shortDescription	对单个敌人造成伤害[Ⅶ] & HP越低威力越高 & 防御力UP(全体/3T) & 必定无视伤害削减 & HP回复(自己)	对敌方单体造成伤害[Ⅶ] & HP越低威力越高 & 防御力提升(我方全体/3T) & 必定无视伤害削减 & HP回复(自身)	对敌方单体造成伤害[Ⅶ] & HP越低威力越高 & 防御力提升(我方全体/3T) & 必定无视伤害削减 & HP回复(自身)	敌单伤害[vii]hp越低威力越高防御力up(味全/3t)必定无视伤害削减hp回复(自)	敌单伤害[vii]hp越低威力越高防御力up(味全/3t)必定无视伤害削减hp回复(自)	Ⅶ|3	Ⅶ|3	ENEMY_SINGLE|ALLY_ALL|SELF	ENEMY_SINGLE|ALLY_ALL|SELF	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90449/shortDescription/baseline	836ea82a198f78512ce0131a05077565d8ae841f700f167c69fd132ce21bb251	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90451	shortDescription	对全体敌人造成伤害[Ⅴ] & 敌方状态异常时伤害UP & 虚弱(自己/5T)	对敌方全体造成伤害[Ⅴ] & 敌方处于异常状态时伤害提升 & 虚弱(自身/5T)	对敌方全体造成伤害[Ⅴ] & 敌方处于异常状态时伤害提升 & 虚弱(自身/5T)	敌全伤害[v]状态异常时伤害up虚弱(自/5t)	敌全伤害[v]状态异常时伤害up虚弱(自/5t)	Ⅴ|5	Ⅴ|5	ENEMY_ALL|SELF	ENEMY_ALL|SELF	5	5	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90451/shortDescription/baseline	8a8d8cbc29659cab0e61c6ffdf9a52f693f9510fd90b583bd2790f5ff06d7b97	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90456	shortDescription	随机5次 造成伤害[Ⅱ] & 伤害UP(自己/3T) & 给予屏障（自己/5T/5000)	随机5次造成伤害[Ⅱ] & 伤害提升(自身/3T) & 赋予屏障(自身/5T/5000)	随机5次造成伤害[Ⅱ] & 伤害提升(自身/3T) & 赋予屏障(自身/5T/5000)	随机5次伤害[ii]伤害up(自/3t)屏障(自/5t/5000)	随机5次伤害[ii]伤害up(自/3t)屏障(自/5t/5000)	5|Ⅱ|3|5|5000	5|Ⅱ|3|5|5000	SELF|SELF	SELF|SELF	3|5	3|5	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90456/shortDescription/baseline	0bb46d11537b53743c21bbcd9db9610f9dbb71cdb3a4a9d57ea441e8182a1fcd	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90458	shortDescription	对单个敌人造成伤害[Ⅶ] & 攻击力UP & 防御力UP(全体/3T)	对敌方单体造成伤害[Ⅶ] & 攻击力提升 & 防御力提升(我方全体/3T)	对敌方单体造成伤害[Ⅶ] & 攻击力提升 & 防御力提升(我方全体/3T)	敌单伤害[vii]攻击力up防御力up(味全/3t)	敌单伤害[vii]攻击力up防御力up(味全/3t)	Ⅶ|3	Ⅶ|3	ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ALLY_ALL	3	3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90458/shortDescription/baseline	f26f4b7fa163f26827917853b3d5413a0e1db69047d5bfdd61c6bbe74c129aa2	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90459	shortDescription	对单个敌人造成伤害[Ⅲ] & 攻击力UP & 防御力UP(全体/3T) & 给予屏障（自己/5T/10000)	对敌方单体造成伤害[Ⅲ] & 攻击力提升 & 防御力提升(我方全体/3T) & 赋予屏障(自身/5T/10000)	对敌方单体造成伤害[Ⅲ] & 攻击力提升 & 防御力提升(我方全体/3T) & 赋予屏障(自身/5T/10000)	敌单伤害[iii]攻击力up防御力up(味全/3t)屏障(自/5t/10000)	敌单伤害[iii]攻击力up防御力up(味全/3t)屏障(自/5t/10000)	Ⅲ|3|5|10000	Ⅲ|3|5|10000	ENEMY_SINGLE|ALLY_ALL|SELF	ENEMY_SINGLE|ALLY_ALL|SELF	3|5	3|5	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90459/shortDescription/baseline	9d4768a13f8a920428b3d435335fdbca5db883d932f3ce2f8409a63d8f3b17d3	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90462	shortDescription	对单个敌人造成属性强化伤害[Ⅴ] & 攻击力UP & Magia伤害UP & 给予屏障（50000)(自己/3T)	对敌方单体造成属性强化伤害[Ⅴ] & 攻击力提升 & Magia伤害提升 & 赋予屏障(50000)(自身/3T)	对敌方单体造成属性强化伤害[Ⅴ] & 攻击力提升 & Magia伤害提升 & 赋予屏障(50000)(自身/3T)	敌单属性强化伤害[v]攻击力upmagia伤害up屏障(50000)(自/3t)	敌单属性强化伤害[v]攻击力upmagia伤害up屏障(50000)(自/3t)	Ⅴ|50000|3	Ⅴ|50000|3	ENEMY_SINGLE|SELF	ENEMY_SINGLE|SELF	3	3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90462/shortDescription/baseline	66835864998d4a02e665959b133b9fcce5364ae7aabc0615f7b70da4f44da8d7	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90464	shortDescription	对全体敌人造成属性强化伤害[Ⅰ] & 所有行动盘效果UP & DEBUFF1次无效 & 给予屏障（5000)(全体/3T)	对敌方全体造成属性强化伤害[Ⅰ] & 全行动盘效果提升 & Debuff1次无效 & 赋予屏障(5000)(我方全体/3T)	对敌方全体造成属性强化伤害[Ⅰ] & 全行动盘效果提升 & Debuff1次无效 & 赋予屏障(5000)(我方全体/3T)	敌全属性强化伤害[i]所有行动盘效果updebuff1次无效屏障(5000)(味全/3t)	敌全属性强化伤害[i]所有行动盘效果updebuff1次无效屏障(5000)(味全/3t)	Ⅰ|1|5000|3	Ⅰ|1|5000|3	ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90464/shortDescription/baseline	4bdfb80bfe8f8fc5a3cc85ff0023b5dd310ad3866309984115c78e5b0af01898	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90465	shortDescription	对全体敌人造成属性强化伤害[Ⅴ] & 所有行动盘效果UP & DEBUFF1次无效 & 给予屏障（8000)(全体/3T) & HP回复(全体)	对敌方全体造成属性强化伤害[Ⅴ] & 全行动盘效果提升 & Debuff1次无效 & 赋予屏障(8000)(我方全体/3T) & HP回复(我方全体)	对敌方全体造成属性强化伤害[Ⅴ] & 全行动盘效果提升 & Debuff1次无效 & 赋予屏障(8000)(我方全体/3T) & HP回复(我方全体)	敌全属性强化伤害[v]所有行动盘效果updebuff1次无效屏障(8000)(味全/3t)hp回复(味全)	敌全属性强化伤害[v]所有行动盘效果updebuff1次无效屏障(8000)(味全/3t)hp回复(味全)	Ⅴ|1|8000|3	Ⅴ|1|8000|3	ENEMY_ALL|ALLY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL|ALLY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90465/shortDescription/baseline	1a5ef61405a44db2d40146d23d7a65b9992df597ea7cbc723ec43cf52a8d4dac	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90466	shortDescription	对全体敌人造成属性强化伤害[Ⅷ] & Magia伤害UP & 暗属性攻击力UP(全体/3T)	对敌方全体造成属性强化伤害[Ⅷ] & Magia伤害提升 & 暗属性攻击力提升(我方全体/3T)	对敌方全体造成属性强化伤害[Ⅷ] & Magia伤害提升 & 暗属性攻击力提升(我方全体/3T)	敌全属性强化伤害[viii]magia伤害up暗属性攻击力up(味全/3t)	敌全属性强化伤害[viii]magia伤害up暗属性攻击力up(味全/3t)	Ⅷ|3	Ⅷ|3	ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL	3	3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90466/shortDescription/baseline	cc9182693be9fbaf709a2290253a9e464953baca81ca4990ee249969cf15cf6f	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90470	shortDescription	对全体敌人造成伤害[Ⅰ] & 光属性攻击力UP(全体/3T) & 解除DEBUFF(全体)	对敌方全体造成伤害[Ⅰ] & 光属性攻击力提升(我方全体/3T) & 解除Debuff(我方全体)	对敌方全体造成伤害[Ⅰ] & 光属性攻击力提升(我方全体/3T) & 解除Debuff(我方全体)	敌全伤害[i]光属性攻击力up(味全/3t)解除debuff(味全)	敌全伤害[i]光属性攻击力up(味全/3t)解除debuff(味全)	Ⅰ|3	Ⅰ|3	ENEMY_ALL|ALLY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL|ALLY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90470/shortDescription/baseline	897a28f548be7344e4f67f8e2e017764732d2a8761989a2709add33fc6f6a1e7	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90471	shortDescription	对全体敌人造成伤害[Ⅰ] & Accele MP UP & 状态异常耐性UP(全体/3T) & 解除状态异常 & HP回复(全体)	对敌方全体造成伤害[Ⅰ] & Accele MP提升 & 异常状态耐性提升(我方全体/3T) & 解除异常状态 & HP回复(我方全体)	对敌方全体造成伤害[Ⅰ] & Accele MP提升 & 异常状态耐性提升(我方全体/3T) & 解除异常状态 & HP回复(我方全体)	敌全伤害[i]accelempup状态异常耐性up(味全/3t)解除状态异常hp回复(味全)	敌全伤害[i]accelempup状态异常耐性up(味全/3t)解除状态异常hp回复(味全)	Ⅰ|3	Ⅰ|3	ENEMY_ALL|ALLY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL|ALLY_ALL	3	3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90471/shortDescription/baseline	4c0b384c3116cf0d120b15a39bcb5663c2d45cca89ab9894c262031156f303d6	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90472	shortDescription	对全体敌人造成伤害[Ⅰ] & 攻击力 & 防御力DOWN(全体敌人/3T) & 解除BUFF(全体敌人)	对敌方全体造成伤害[Ⅰ] & 攻击力与防御力降低(敌方全体/3T) & 解除Buff(敌方全体)	对敌方全体造成伤害[Ⅰ] & 攻击力与防御力降低(敌方全体/3T) & 解除Buff(敌方全体)	敌全伤害[i]攻击力防御力down(敌全/3t)解除buff(敌全)	敌全伤害[i]攻击力防御力down(敌全/3t)解除buff(敌全)	Ⅰ|3	Ⅰ|3	ENEMY_ALL|ENEMY_ALL|ENEMY_ALL	ENEMY_ALL|ENEMY_ALL|ENEMY_ALL	3	3	DOWN	DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90472/shortDescription/baseline	b6ffb9a4740d2fbe61fb968fdf284690a097b75b6dded860ab6cd92555da74a2	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90473	shortDescription	对单个敌人造成伤害[Ⅰ] & Charge盘伤害UP & Charge后伤害UP & 一定几率无视防御(自己/3T)	对敌方单体造成伤害[Ⅰ] & Charge行动盘伤害提升 & Charge后伤害提升 & 概率无视防御(自身/3T)	对敌方单体造成伤害[Ⅰ] & Charge行动盘伤害提升 & Charge后伤害提升 & 概率无视防御(自身/3T)	敌单伤害[i]charge盘伤害upcharge后伤害up概率无视防御(自/3t)	敌单伤害[i]charge盘伤害upcharge后伤害up概率无视防御(自/3t)	Ⅰ|3	Ⅰ|3	ENEMY_SINGLE|SELF	ENEMY_SINGLE|SELF	3	3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90473/shortDescription/baseline	5c80c772d66ee9d37fcc3927ffa9168c5e171dfb91e528fe4ec92f23b002a539	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90482	shortDescription	对全体敌人造成属性强化伤害[Ⅶ] & 火属性攻击力UP & 防御力UP & 状态异常耐性UP & 给予屏障（5000)(全体/3T)	对敌方全体造成属性强化伤害[Ⅶ] & 火属性攻击力提升 & 防御力提升 & 异常状态耐性提升 & 赋予屏障(5000)(我方全体/3T)	对敌方全体造成属性强化伤害[Ⅶ] & 火属性攻击力提升 & 防御力提升 & 异常状态耐性提升 & 赋予屏障(5000)(我方全体/3T)	敌全属性强化伤害[vii]火属性攻击力up防御力up状态异常耐性up屏障(5000)(味全/3t)	敌全属性强化伤害[vii]火属性攻击力up防御力up状态异常耐性up屏障(5000)(味全/3t)	Ⅶ|5000|3	Ⅶ|5000|3	ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL	3	3	UP|UP|UP	UP|UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90482/shortDescription/baseline	aa8f81b3c0add6c0653ca60a4fcc9d73995ef5a256284fdff1de382901396c11	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90492	shortDescription	对全体敌人造成伤害[Ⅶ] & MP回复(自己) & 状态异常耐性UP(全体/1T) & 必定黑暗(全体敌人/1T)	对敌方全体造成伤害[Ⅶ] & MP回复(自身) & 异常状态耐性提升(我方全体/1T) & 必定黑暗(敌方全体/1T)	对敌方全体造成伤害[Ⅶ] & MP回复(自身) & 异常状态耐性提升(我方全体/1T) & 必定黑暗(敌方全体/1T)	敌全伤害[vii]mp回复(自)状态异常耐性up(味全/1t)必定黑暗(敌全/1t)	敌全伤害[vii]mp回复(自)状态异常耐性up(味全/1t)必定黑暗(敌全/1t)	Ⅶ|1|1	Ⅶ|1|1	ENEMY_ALL|SELF|ALLY_ALL|ENEMY_ALL	ENEMY_ALL|SELF|ALLY_ALL|ENEMY_ALL	1|1	1|1	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90492/shortDescription/baseline	826a80b7401c30d833883b8b9a5b18f70ef3d1e03da9016370d71f954a6cc654	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
